zip|type|decommissioned|primary_city|acceptable_cities|unacceptable_cities|state|county|timezone|area_codes|world_region|country|latitude|longitude|irs_estimated_population
33740|PO BOX|0|Saint Petersburg|St Petersburg, Treasure Is, Treasure Island||FL|Pinellas County|America/New_York|727|NA|US|27.75|-82.64|69
33741|PO BOX|0|Saint Petersburg|Pass A Grille, Pass A Grille Beach, St Petersburg||FL|Pinellas County|America/New_York|727|NA|US|27.75|-82.64|94
33742|PO BOX|0|Saint Petersburg|St Petersburg||FL|Pinellas County|America/New_York|727|NA|US|27.75|-82.64|666
33743|PO BOX|0|Saint Petersburg|St Petersburg||FL|Pinellas County|America/New_York|727|NA|US|27.75|-82.64|891
33744|PO BOX|0|Bay Pines|||FL|Pinellas County|America/New_York|727|NA|US|27.81|-82.77|268
33747|PO BOX|0|Saint Petersburg|St Petersburg||FL|Pinellas County|America/New_York|727|NA|US|27.75|-82.64|466
33755|STANDARD|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|27.98|-82.78|22970
33756|STANDARD|0|Clearwater|Belleair||FL|Pinellas County|America/New_York|727|NA|US|27.95|-82.79|26440
33757|PO BOX|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|27.97|-82.76|708
33758|PO BOX|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|27.97|-82.76|1243
33759|STANDARD|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|27.98|-82.71|15780
33760|STANDARD|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|27.91|-82.71|14070
33761|STANDARD|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|28.03|-82.72|15740
33762|STANDARD|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|27.9|-82.68|5430
33763|STANDARD|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|28|-82.74|15860
33764|STANDARD|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|27.93|-82.74|23720
33765|STANDARD|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|27.97|-82.76|11970
33766|PO BOX|0|Clearwater|||FL|Pinellas County|America/New_York|727|NA|US|27.97|-82.76|293
33767|STANDARD|0|Clearwater Beach|Clearwater, Clearwatr Bch||FL|Pinellas County|America/New_York|727|NA|US|27.98|-82.82|7270
33769|UNIQUE|0|Clearwater||Readers Digest|FL|Pinellas County|America/New_York|727|NA|US|27.97|-82.76|20
33770|STANDARD|0|Largo|Belleair Blf, Belleair Bluffs||FL|Pinellas County|America/New_York|727|NA|US|27.92|-82.8|20700
33771|STANDARD|0|Largo|||FL|Pinellas County|America/New_York|727|NA|US|27.9|-82.78|23410
33772|STANDARD|0|Seminole|||FL|Pinellas County|America/New_York|727|NA|US|27.84|-82.78|20680
33773|STANDARD|0|Largo|||FL|Pinellas County|America/New_York|727|NA|US|27.88|-82.76|15230
33774|STANDARD|0|Largo|||FL|Pinellas County|America/New_York|727|NA|US|27.88|-82.83|15300
33775|PO BOX|0|Seminole|||FL|Pinellas County|America/New_York|727|NA|US|27.84|-82.78|920
33776|STANDARD|0|Seminole|Largo||FL|Pinellas County|America/New_York|727|NA|US|27.85|-82.83|11630
33777|STANDARD|0|Seminole|Largo||FL|Pinellas County|America/New_York|727|NA|US|27.85|-82.76|15800
33778|STANDARD|0|Largo|Seminole||FL|Pinellas County|America/New_York|727|NA|US|27.89|-82.8|12530
33779|PO BOX|0|Largo|||FL|Pinellas County|America/New_York|727|NA|US|27.9|-82.78|998
33780|PO BOX|0|Pinellas Park|||FL|Pinellas County|America/New_York|727|NA|US|27.85|-82.7|1012
33781|STANDARD|0|Pinellas Park|||FL|Pinellas County|America/New_York|727|NA|US|27.84|-82.71|22840
33782|STANDARD|0|Pinellas Park|||FL|Pinellas County|America/New_York|727|NA|US|27.85|-82.7|19050
33784|PO BOX|0|Saint Petersburg|St Petersburg||FL|Pinellas County|America/New_York|727|NA|US|27.75|-82.64|333
33785|STANDARD|0|Indian Rocks Beach|Belleair Bch, Belleair Beach, Indian Rk Bch, Indian Rks Beach, Indian Shores||FL|Pinellas County|America/New_York|727|NA|US|27.89|-82.85|4620
33786|STANDARD|0|Belleair Beach|Belleair Bch, Belleair Shores, Belleair Shrs, Indian Rk Bch, Indian Rks Beach, Indian Rocks Beach||FL|Pinellas County|America/New_York|727|NA|US|27.91|-82.84|1550
33801|STANDARD|0|Lakeland|||FL|Polk County|America/New_York|863|NA|US|28.04|-81.9|25810
33802|PO BOX|0|Lakeland|||FL|Polk County|America/New_York|863|NA|US|28.04|-81.96|2299
33803|STANDARD|0|Lakeland|||FL|Polk County|America/New_York|863|NA|US|28.01|-81.93|23480
33804|PO BOX|0|Lakeland|||FL|Polk County|America/New_York|863|NA|US|28.04|-81.96|2348
33805|STANDARD|0|Lakeland||Gibsonia|FL|Polk County|America/New_York|863|NA|US|28.1|-81.91|22430
33806|PO BOX|0|Lakeland|||FL|Polk County|America/New_York|863|NA|US|28.04|-81.96|583
33807|PO BOX|0|Lakeland|||FL|Polk County|America/New_York|863|NA|US|28.04|-81.96|1218
33809|STANDARD|0|Lakeland|||FL|Polk County|America/New_York|352, 863|NA|US|28.22|-81.97|26890
33810|STANDARD|0|Lakeland|||FL|Polk County|America/New_York|656, 813, 863|NA|US|28.13|-82.03|47060
33811|STANDARD|0|Lakeland|||FL|Polk County|America/New_York|656, 813, 863|NA|US|27.98|-82.01|24490
33812|STANDARD|0|Lakeland|||FL|Polk County|America/New_York|863|NA|US|27.97|-81.89|14190
33813|STANDARD|0|Lakeland|||FL|Polk County|America/New_York|863|NA|US|27.97|-81.94|34540
33815|STANDARD|0|Lakeland|||FL|Polk County|America/New_York|863|NA|US|28.04|-81.96|11550
33820|PO BOX|0|Alturas|||FL|Polk County|America/New_York|863|NA|US|27.79|-81.85|628
33823|STANDARD|0|Auburndale|||FL|Polk County|America/New_York|863|NA|US|28.07|-81.79|32060
33825|STANDARD|0|Avon Park|||FL|Highlands County|America/New_York|863|NA|US|27.59|-81.5|18930
33826|PO BOX|0|Avon Park|||FL|Highlands County|America/New_York|863|NA|US|27.59|-81.5|1706
33827|STANDARD|0|Babson Park|Hillcrest Heights, Hillcrest Hts||FL|Polk County|America/New_York|863|NA|US|27.83|-81.52|2400
33830|STANDARD|0|Bartow|||FL|Polk County|America/New_York|863|NA|US|27.89|-81.84|25390
33831|PO BOX|0|Bartow|||FL|Polk County|America/New_York|863|NA|US|27.89|-81.84|1399
33834|STANDARD|0|Bowling Green|||FL|Hardee County|America/New_York|656, 813, 863, 941|NA|US|27.63|-81.82|4830
33835|PO BOX|0|Bradley|||FL|Polk County|America/New_York|863|NA|US|27.79|-81.97|563
33836|PO BOX|0|Davenport|||FL|Polk County|America/New_York|863|NA|US|28.16|-81.6|2862
33837|STANDARD|0|Davenport|||FL|Polk County|America/New_York|321, 407, 689, 863|NA|US|28.16|-81.6|39360
33838|STANDARD|0|Dundee|||FL|Polk County|America/New_York|863|NA|US|28.02|-81.62|5570
33839|STANDARD|0|Eagle Lake|||FL|Polk County|America/New_York|863|NA|US|27.97|-81.75|4480
33840|PO BOX|0|Eaton Park|||FL|Polk County|America/New_York|863|NA|US|28.01|-81.91|1636
33841|STANDARD|0|Fort Meade|||FL|Polk County|America/New_York|863|NA|US|27.75|-81.79|7310
33843|STANDARD|0|Frostproof|||FL|Polk County|America/New_York|863|NA|US|27.74|-81.53|8120
33844|STANDARD|0|Haines City|||FL|Polk County|America/New_York|321, 407, 689, 863|NA|US|28.1|-81.62|40720
33845|PO BOX|0|Haines City|||FL|Polk County|America/New_York|863|NA|US|28.1|-81.62|2401
33846|PO BOX|0|Highland City|||FL|Polk County|America/New_York|863|NA|US|27.96|-81.87|1269
33847|PO BOX|0|Homeland|||FL|Polk County|America/New_York|863|NA|US|27.8|-81.82|362
33848|PO BOX|0|Intercession City|Intrcsion Cty||FL|Osceola County|America/New_York|321, 407, 689|NA|US|28.26|-81.5|946
33849|STANDARD|0|Kathleen|||FL|Polk County|America/New_York|352, 656, 813, 863|NA|US|28.23|-82.07|1330
33850|STANDARD|0|Lake Alfred|||FL|Polk County|America/New_York|863|NA|US|28.09|-81.72|7730
33851|PO BOX|0|Lake Hamilton|||FL|Polk County|America/New_York|863|NA|US|28.04|-81.63|1366
33852|STANDARD|0|Lake Placid|||FL|Highlands County|America/New_York|863|NA|US|27.29|-81.36|17510
33853|STANDARD|0|Lake Wales|||FL|Polk County|America/New_York|863|NA|US|27.9|-81.58|10170
33854|PO BOX|0|Lakeshore|Lake Wales||FL|Polk County|America/New_York|863|NA|US|27.86|-81.41|191
33855|PO BOX|0|Indian Lake Estates|Indian Lk Est, Lake Wales||FL|Polk County|America/New_York|863|NA|US|27.8|-81.35|735
33856|PO BOX|0|Nalcrest|Lake Wales||FL|Polk County|America/New_York|863|NA|US|27.85|-81.43|392
33857|STANDARD|0|Lorida|||FL|Highlands County|America/New_York|863|NA|US|27.34|-81.19|1070
33858|PO BOX|0|Loughman|||FL|Polk County|America/New_York|321, 407, 689, 863|NA|US|28.25|-81.56|549
33859|STANDARD|0|Lake Wales|||FL|Polk County|America/New_York|863|NA|US|27.87|-81.63|9910
33860|STANDARD|0|Mulberry|||FL|Polk County|America/New_York|656, 813, 863|NA|US|27.9|-81.97|22200
33862|PO BOX|0|Lake Placid|||FL|Highlands County|America/New_York|863|NA|US|27.29|-81.36|3000
33863|PO BOX|0|Nichols|||FL|Polk County|America/New_York|863|NA|US|27.79|-81.85|139
33865|STANDARD|0|Ona|||FL|Hardee County|America/New_York|863, 941|NA|US|27.49|-81.92|760
33867|STANDARD|0|River Ranch|Lake Wales||FL|Polk County|America/New_York|321, 407, 689, 863|NA|US|27.78|-81.2|142
33868|STANDARD|0|Polk City|||FL|Polk County|America/New_York|352, 863|NA|US|28.18|-81.82|10640
33870|STANDARD|0|Sebring|||FL|Highlands County|America/New_York|863|NA|US|27.49|-81.45|18080
33871|PO BOX|0|Sebring|||FL|Highlands County|America/New_York|863|NA|US|27.49|-81.45|1206
33872|STANDARD|0|Sebring|||FL|Highlands County|America/New_York|863|NA|US|27.51|-81.55|11290
33873|STANDARD|0|Wauchula|||FL|Hardee County|America/New_York|863|NA|US|27.54|-81.8|12140
33875|STANDARD|0|Sebring|||FL|Highlands County|America/New_York|863|NA|US|27.41|-81.48|9580
33876|STANDARD|0|Sebring|||FL|Highlands County|America/New_York|863|NA|US|27.42|-81.34|4240
33877|PO BOX|0|Waverly|||FL|Polk County|America/New_York|863|NA|US|27.98|-81.62|807
33880|STANDARD|0|Winter Haven|Eloise, Jpv, Wahneta||FL|Polk County|America/New_York|863|NA|US|27.98|-81.78|36800
33881|STANDARD|0|Winter Haven||Florence Villa|FL|Polk County|America/New_York|863|NA|US|28.04|-81.72|35290
33882|PO BOX|0|Winter Haven|||FL|Polk County|America/New_York|863|NA|US|28.04|-81.72|946
33883|PO BOX|0|Winter Haven||Winter Hvn|FL|Polk County|America/New_York|863|NA|US|28.04|-81.72|1133
33884|STANDARD|0|Winter Haven|Cypress Gardens, Cypress Gdns||FL|Polk County|America/New_York|863|NA|US|27.98|-81.67|31130
33885|PO BOX|0|Winter Haven|Florence Vill, Florence Villa||FL|Polk County|America/New_York|863|NA|US|28.04|-81.72|871
33888|UNIQUE|0|Winter Haven||State Farm Ins|FL|Polk County|America/New_York|863|NA|US|28.04|-81.72|0
33890|STANDARD|0|Zolfo Springs|||FL|Hardee County|America/New_York|863|NA|US|27.49|-81.79|4390
33896|STANDARD|0|Davenport|Champions Gate, Champions Gt||FL|Polk County|America/New_York|321, 407, 689, 863|NA|US|28.26|-81.58|20550
33897|STANDARD|0|Davenport|||FL|Polk County|America/New_York|321, 352, 407, 689, 863|NA|US|28.28|-81.69|26120
33898|STANDARD|0|Lake Wales|Highland Park||FL|Polk County|America/New_York|321, 407, 689, 863|NA|US|27.84|-81.37|13690
33900|STANDARD|1|Fort Myers|||FL|Lee County|America/New_York|239|NA|US|26.62|-81.84|0
33901|STANDARD|0|Fort Myers||F M, Fmy, Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.62|-81.88|18010
33902|PO BOX|0|Fort Myers||Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.63|-81.85|1605
33903|STANDARD|0|North Fort Myers|Fort Myers, N Fort Myers, N Ft Myers, No Fort Myers, No Ft Myers|Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.68|-81.91|18300
33904|STANDARD|0|Cape Coral|||FL|Lee County|America/New_York|239|NA|US|26.58|-81.94|27800
33905|STANDARD|0|Fort Myers|Buckingham, Tice|Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.67|-81.76|32390
33906|PO BOX|0|Fort Myers||Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.63|-81.85|1094
33907|STANDARD|0|Fort Myers||Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.56|-81.87|20020
33908|STANDARD|0|Fort Myers||Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.52|-81.98|36660
33909|STANDARD|0|Cape Coral|||FL|Lee County|America/New_York|239, 941|NA|US|26.69|-81.95|32970
33910|PO BOX|0|Cape Coral|Cape Coral S, Cape Coral South||FL|Lee County|America/New_York|239|NA|US|26.63|-81.99|723
33911|PO BOX|0|Fort Myers||Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.63|-81.85|826
33912|STANDARD|0|Fort Myers||Ft Myers, S Fort Myers, San Carlos Park|FL|Lee County|America/New_York|239|NA|US|26.53|-81.83|16870
33913|STANDARD|0|Fort Myers|Miromar Lakes|Ft Myers|FL|Lee County|America/New_York|239, 863|NA|US|26.51|-81.7|27390
33914|STANDARD|0|Cape Coral|||FL|Lee County|America/New_York|239|NA|US|26.55|-82.02|40550
33915|PO BOX|0|Cape Coral|||FL|Lee County|America/New_York|239|NA|US|26.63|-81.99|1654
33916|STANDARD|0|Fort Myers||Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.63|-81.85|22260
33917|STANDARD|0|North Fort Myers|Fort Myers, N Fort Myers, N Ft Myers, No Fort Myers, No Ft Myers, North Ft Myers|Ft Myers|FL|Lee County|America/New_York|239, 941|NA|US|26.74|-81.84|24900
33918|PO BOX|0|North Fort Myers|Fort Myers, N Fort Myers, N Ft Myers, No Fort Myers, North Ft Myers|Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.63|-81.85|1233
33919|STANDARD|0|Fort Myers||Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.56|-81.9|26220
33920|STANDARD|0|Alva|Babcock Ranch||FL|Lee County|America/New_York|239, 863, 941|NA|US|26.71|-81.61|6720
33921|PO BOX|0|Boca Grande|||FL|Lee County|America/New_York|239, 941|NA|US|26.77|-82.25|1332
33922|STANDARD|0|Bokeelia|||FL|Lee County|America/New_York|239|NA|US|26.64|-82.16|3540
33924|PO BOX|0|Captiva|||FL|Lee County|America/New_York|239|NA|US|26.58|-82.21|385
33927|PO BOX|0|El Jobean|||FL|Charlotte County|America/New_York|941|NA|US|26.89|-82.05|75
33928|STANDARD|0|Estero|||FL|Lee County|America/New_York|239|NA|US|26.44|-81.81|26600
33929|PO BOX|0|Estero|||FL|Lee County|America/New_York|239|NA|US|26.43|-81.8|593
33930|PO BOX|0|Felda|||FL|Hendry County|America/New_York|239, 863|NA|US|26.54|-81.43|1026
33931|STANDARD|0|Fort Myers Beach|Bonita Spgs, Bonita Springs, Ft Myers Bch|Ft Myers Beach|FL|Lee County|America/New_York|239|NA|US|26.48|-81.95|6850
33932|PO BOX|0|Fort Myers Beach|Ft Myers Bch|Ft Myers Beach|FL|Lee County|America/New_York|239|NA|US|26.45|-81.94|411
33935|STANDARD|0|Labelle|Fort Denaud, Ft Denaud|La Belle|FL|Hendry County|America/New_York|239, 863, 941|NA|US|26.64|-81.34|17320
33936|STANDARD|0|Lehigh Acres||Lehigh|FL|Lee County|America/New_York|239, 863|NA|US|26.6|-81.63|20480
33938|PO BOX|0|Murdock|||FL|Charlotte County|America/New_York|941|NA|US|27|-82.13|624
33944|PO BOX|0|Palmdale|||FL|Glades County|America/New_York|863|NA|US|26.94|-81.31|246
33945|PO BOX|0|Pineland|||FL|Lee County|America/New_York|239|NA|US|26.6|-82.22|447
33946|STANDARD|0|Placida|Cape Haze||FL|Charlotte County|America/New_York|941|NA|US|26.85|-82.28|2620
33947|STANDARD|0|Rotonda West|Cape Haze, Placida||FL|Charlotte County|America/New_York|941|NA|US|26.88|-82.27|9880
33948|STANDARD|0|Port Charlotte|Pt Charlotte||FL|Charlotte County|America/New_York|941|NA|US|26.99|-82.15|14850
33949|PO BOX|0|Port Charlotte|Pt Charlotte||FL|Charlotte County|America/New_York|941|NA|US|26.98|-82.1|1025
33950|STANDARD|0|Punta Gorda|||FL|Charlotte County|America/New_York|239, 941|NA|US|26.89|-82.05|20860
33951|PO BOX|0|Punta Gorda|||FL|Charlotte County|America/New_York|941|NA|US|26.89|-82.05|1307
33952|STANDARD|0|Port Charlotte|Pt Charlotte|Ft Charlotte|FL|Charlotte County|America/New_York|941|NA|US|26.98|-82.1|26810
33953|STANDARD|0|Port Charlotte|Pt Charlotte||FL|Charlotte County|America/New_York|941|NA|US|27|-82.21|6220
33954|STANDARD|0|Port Charlotte|Pt Charlotte||FL|Charlotte County|America/New_York|941|NA|US|27.02|-82.12|10220
33955|STANDARD|0|Punta Gorda|||FL|Charlotte County|America/New_York|239, 941|NA|US|26.82|-81.99|9110
33956|STANDARD|0|Saint James City|St James City||FL|Lee County|America/New_York|239|NA|US|26.49|-82.08|3130
33957|STANDARD|0|Sanibel|||FL|Lee County|America/New_York|239|NA|US|26.44|-82.1|5680
33960|STANDARD|0|Venus|||FL|Highlands County|America/New_York|863, 941|NA|US|27.06|-81.35|650
33965|UNIQUE|0|Fort Myers||Florida Gulf Coast Univ, Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.46|-81.77|76
33966|STANDARD|0|Fort Myers||Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.59|-81.83|12110
33967|STANDARD|0|Fort Myers|Estero|Ft Myers, S Fort Myers, San Carlos Park|FL|Lee County|America/New_York|239|NA|US|26.47|-81.8|24880
33970|PO BOX|0|Lehigh Acres|||FL|Lee County|America/New_York|239|NA|US|26.6|-81.63|1488
33971|STANDARD|0|Lehigh Acres||Lehigh|FL|Lee County|America/New_York|239|NA|US|26.64|-81.7|25960
33972|STANDARD|0|Lehigh Acres||Lehigh|FL|Lee County|America/New_York|239, 863|NA|US|26.65|-81.62|13800
33973|STANDARD|0|Lehigh Acres||Leehigh, Leehigh Acres, Lehigh|FL|Lee County|America/New_York|239|NA|US|26.59|-81.72|10540
33974|STANDARD|0|Lehigh Acres||Leehigh, Leehigh Acres, Lehigh|FL|Lee County|America/New_York|239, 863|NA|US|26.56|-81.59|15750
33975|PO BOX|0|Labelle|||FL|Hendry County|America/New_York|863|NA|US|26.64|-81.34|5203
33976|STANDARD|0|Lehigh Acres||Leehigh, Leehigh Acres, Lehigh|FL|Lee County|America/New_York|239|NA|US|26.6|-81.68|17350
33980|STANDARD|0|Punta Gorda|Port Charlotte, Pt Charlotte||FL|Charlotte County|America/New_York|941|NA|US|26.98|-82.05|9640
33981|STANDARD|0|Port Charlotte|Pt Charlotte||FL|Charlotte County|America/New_York|941|NA|US|26.92|-82.22|13100
33982|STANDARD|0|Punta Gorda|Babcock Ranch||FL|Charlotte County|America/New_York|239, 863, 941|NA|US|26.91|-81.77|10590
33983|STANDARD|0|Punta Gorda|Port Charlotte, Pt Charlotte||FL|Charlotte County|America/New_York|941|NA|US|27.01|-82.02|14680
33990|STANDARD|0|Cape Coral|||FL|Lee County|America/New_York|239|NA|US|26.63|-81.94|29510
33991|STANDARD|0|Cape Coral|Matlacha Isle, Matlacha Isles||FL|Lee County|America/New_York|239|NA|US|26.63|-81.99|25670
33993|STANDARD|0|Cape Coral|Fort Myers, Matlacha||FL|Lee County|America/New_York|239, 941|NA|US|26.69|-82.03|31210
33994|PO BOX|0|Fort Myers||E Fort Myers, Ft Myers|FL|Lee County|America/New_York|239|NA|US|26.63|-81.85|1364
34101|PO BOX|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.05|-81.78|4078
34102|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.14|-81.79|8800
34103|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.19|-81.81|10620
34104|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.15|-81.74|23020
34105|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.19|-81.76|15360
34106|PO BOX|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.14|-81.79|1010
34107|PO BOX|0|Naples|Vanderbilt||FL|Collier County|America/New_York|239|NA|US|26.27|-81.82|397
34108|STANDARD|0|Naples|Coco River||FL|Collier County|America/New_York|239|NA|US|26.25|-81.81|14820
34109|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.24|-81.76|24130
34110|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.3|-81.79|22010
34112|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.12|-81.74|23040
34113|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.04|-81.73|22730
34114|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|25.94|-81.54|20040
34116|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.19|-81.71|31320
34117|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.18|-81.61|16270
34119|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.27|-81.71|33830
34120|STANDARD|0|Naples|||FL|Collier County|America/New_York|239|NA|US|26.33|-81.57|42820
34133|PO BOX|0|Bonita Springs|Bonita Spgs||FL|Lee County|America/New_York|239|NA|US|26.34|-81.78|3015
34134|STANDARD|0|Bonita Springs|Barefoot Bch, Barefoot Beach, Bonita Spgs, Estero|Bonita Beach|FL|Lee County|America/New_York|239|NA|US|26.35|-81.82|13520
34135|STANDARD|0|Bonita Springs|Bonita Spgs, Estero||FL|Lee County|America/New_York|239|NA|US|26.34|-81.78|40280
34136|PO BOX|0|Bonita Springs|Bonita Spgs||FL|Lee County|America/New_York|239|NA|US|26.34|-81.78|1399
34137|PO BOX|0|Copeland|||FL|Collier County|America/New_York|239|NA|US|25.94|-81.38|144
34138|PO BOX|0|Chokoloskee|||FL|Collier County|America/New_York|239|NA|US|25.82|-81.37|325
34139|PO BOX|0|Everglades City|Everglades||FL|Collier County|America/New_York|239|NA|US|25.85|-81.39|530
34140|PO BOX|0|Goodland|||FL|Collier County|America/New_York|239|NA|US|25.92|-81.66|312
34141|STANDARD|0|Ochopee|Jerome||FL|Collier County|America/New_York|239, 305, 786|NA|US|25.9|-81.3|580
34142|STANDARD|0|Immokalee|Ave Maria||FL|Collier County|America/New_York|239, 863|NA|US|26.41|-81.42|25300
34143|PO BOX|0|Immokalee|Ave Maria||FL|Collier County|America/New_York|239|NA|US|26.41|-81.42|8114
34145|STANDARD|0|Marco Island|||FL|Collier County|America/New_York|239|NA|US|25.94|-81.73|14030
34146|PO BOX|0|Marco Island|||FL|Collier County|America/New_York|239|NA|US|25.94|-81.73|1119
34201|STANDARD|0|Bradenton|Braden River, University Park, University Pk||FL|Manatee County|America/New_York|941|NA|US|27.4|-82.47|3820
34202|STANDARD|0|Bradenton|Lakewood Ranch, Lakewood Rch||FL|Manatee County|America/New_York|941|NA|US|27.41|-82.39|26640
34203|STANDARD|0|Bradenton|Braden River||FL|Manatee County|America/New_York|941|NA|US|27.44|-82.51|34030
34204|PO BOX|0|Bradenton|||FL|Manatee County|America/New_York|941|NA|US|27.48|-82.57|699
34205|STANDARD|0|Bradenton||Cedar Hammock, West Bradenton|FL|Manatee County|America/New_York|941|NA|US|27.48|-82.57|27080
34206|PO BOX|0|Bradenton|||FL|Manatee County|America/New_York|941|NA|US|27.48|-82.57|1102
34207|STANDARD|0|Bradenton||Bayshore Gardens|FL|Manatee County|America/New_York|941|NA|US|27.44|-82.58|24630
34208|STANDARD|0|Bradenton||Samoset|FL|Manatee County|America/New_York|941|NA|US|27.49|-82.52|33960
34209|STANDARD|0|Bradenton|Palma Sola||FL|Manatee County|America/New_York|941|NA|US|27.5|-82.65|28090
34210|STANDARD|0|Bradenton|||FL|Manatee County|America/New_York|941|NA|US|27.44|-82.62|13040
34211|STANDARD|0|Bradenton|Lakewood Ranch, Lakewood Rch|B Ton, Brad, Bradington|FL|Manatee County|America/New_York|941|NA|US|27.44|-82.39|21430
34212|STANDARD|0|Bradenton|Lakewood Ranch, Lakewood Rch||FL|Manatee County|America/New_York|941|NA|US|27.5|-82.41|23210
34215|STANDARD|0|Cortez|||FL|Manatee County|America/New_York|941|NA|US|27.47|-82.69|750
34216|PO BOX|0|Anna Maria|||FL|Manatee County|America/New_York|941|NA|US|27.53|-82.73|1566
34217|STANDARD|0|Bradenton Beach|Bradenton Bch, Holmes Beach||FL|Manatee County|America/New_York|941|NA|US|27.46|-82.69|3180
34218|PO BOX|0|Holmes Beach|Bradenton Bch, Bradenton Beach||FL|Manatee County|America/New_York|941|NA|US|27.51|-82.71|168
34219|STANDARD|0|Parrish|Duette||FL|Manatee County|America/New_York|656, 813, 863, 941|NA|US|27.58|-82.42|30020
34220|PO BOX|0|Palmetto|||FL|Manatee County|America/New_York|941|NA|US|27.52|-82.57|1968
34221|STANDARD|0|Palmetto|Rubonia||FL|Manatee County|America/New_York|656, 813, 941|NA|US|27.52|-82.57|42220
34222|STANDARD|0|Ellenton|||FL|Manatee County|America/New_York|941|NA|US|27.52|-82.52|12190
34223|STANDARD|0|Englewood|West Villages|Englewood Beach, Inglewood|FL|Sarasota County|America/New_York|941|NA|US|26.95|-82.35|15050
34224|STANDARD|0|Englewood|Grove City|Inglewood|FL|Charlotte County|America/New_York|941|NA|US|26.92|-82.3|13260
34228|STANDARD|0|Longboat Key||Long Boat Key|FL|Sarasota County|America/New_York|941|NA|US|27.37|-82.62|6200
34229|STANDARD|0|Osprey|||FL|Sarasota County|America/New_York|941|NA|US|27.19|-82.49|7490
34230|PO BOX|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.33|-82.54|2302
34231|STANDARD|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.27|-82.52|26160
34232|STANDARD|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.32|-82.47|31870
34233|STANDARD|0|Sarasota||West Villages|FL|Sarasota County|America/New_York|941|NA|US|27.28|-82.48|17000
34234|STANDARD|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.37|-82.54|16940
34235|STANDARD|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.37|-82.48|12700
34236|STANDARD|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.33|-82.54|11600
34237|STANDARD|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.34|-82.51|13100
34238|STANDARD|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.24|-82.47|21490
34239|STANDARD|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.31|-82.52|12440
34240|STANDARD|0|Sarasota|Lakewood Ranch, Lakewood Rch||FL|Sarasota County|America/New_York|941|NA|US|27.36|-82.32|16170
34241|STANDARD|0|Sarasota|||FL|Sarasota County|America/New_York|941|NA|US|27.25|-82.38|14590
34242|STANDARD|0|Sarasota|Siesta Key|Crescent Beach|FL|Sarasota County|America/New_York|941|NA|US|27.26|-82.54|6510
34243|STANDARD|0|Sarasota|||FL|Manatee County|America/New_York|941|NA|US|27.4|-82.53|26300
