zip|type|decommissioned|primary_city|acceptable_cities|unacceptable_cities|state|county|timezone|area_codes|world_region|country|latitude|longitude|irs_estimated_population
30002|STANDARD|0|Avondale Estates|Avondale Est||GA|DeKalb County|America/New_York|404, 470, 678, 943|NA|US|33.77|-84.26|5730
30003|PO BOX|0|Norcross||Rockbridge|GA|Gwinnett County|America/New_York|678|NA|US|33.94|-84.2|551
30004|STANDARD|0|Alpharetta|Milton||GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|34.14|-84.29|66380
30005|STANDARD|0|Alpharetta|Johns Creek||GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|34.09|-84.22|38180
30006|PO BOX|0|Marietta|||GA|Cobb County|America/New_York|678|NA|US|33.95|-84.54|1112
30007|PO BOX|0|Marietta|||GA|Cobb County|America/New_York|678|NA|US|33.95|-84.54|259
30008|STANDARD|0|Marietta|||GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|33.9|-84.59|27000
30009|STANDARD|0|Alpharetta|Milton||GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|34.08|-84.3|18980
30010|PO BOX|0|Norcross|Peachtree Cor, Peachtree Corners||GA|Gwinnett County|America/New_York|678|NA|US|33.94|-84.2|784
30011|STANDARD|0|Auburn|Carl||GA|Barrow County|America/New_York|470, 678, 770, 943|NA|US|34.01|-83.83|18450
30012|STANDARD|0|Conyers|||GA|Rockdale County|America/New_York|470, 678, 770, 943|NA|US|33.66|-84.01|24940
30013|STANDARD|0|Conyers|||GA|Rockdale County|America/New_York|470, 678, 770, 943|NA|US|33.65|-83.97|25670
30014|STANDARD|0|Covington|Porterdale|Walnut Grove|GA|Newton County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.6|-83.85|34140
30015|PO BOX|0|Covington|||GA|Newton County|America/New_York|678|NA|US|33.6|-83.85|1785
30016|STANDARD|0|Covington|Porterdale||GA|Newton County|America/New_York|470, 678, 770, 943|NA|US|33.52|-83.93|54080
30017|STANDARD|0|Grayson|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.89|-83.95|24160
30018|PO BOX|0|Jersey|||GA|Walton County|America/New_York|470, 678, 770, 943|NA|US|33.72|-83.8|286
30019|STANDARD|0|Dacula|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.98|-83.88|49850
30021|STANDARD|0|Clarkston|||GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.81|-84.24|21150
30022|STANDARD|0|Alpharetta|Johns Creek||GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|34.06|-84.27|62930
30023|PO BOX|0|Alpharetta|||GA|Fulton County|America/New_York|678|NA|US|34.06|-84.27|643
30024|STANDARD|0|Suwanee|Johns Creek||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|34.05|-84.07|85480
30025|STANDARD|0|Social Circle|||GA|Walton County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.65|-83.71|9570
30026|PO BOX|0|North Metro|Duluth||GA|Gwinnett County|America/New_York|678|NA|US|34|-84.15|15
30028|STANDARD|0|Cumming|||GA|Forsyth County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.29|-84.18|32800
30029|PO BOX|0|North Metro|Duluth||GA|Gwinnett County|America/New_York|678|NA|US|34|-84.15|0
30030|STANDARD|0|Decatur|||GA|DeKalb County|America/New_York|404, 470, 678, 943|NA|US|33.77|-84.29|28140
30031|PO BOX|0|Decatur|||GA|Dekalb County|America/New_York|404|NA|US|33.77|-84.29|1305
30032|STANDARD|0|Decatur||Belvedere, Dunaire|GA|DeKalb County|America/New_York|404, 470, 678, 943|NA|US|33.74|-84.26|34950
30033|STANDARD|0|Decatur||North Decatur, Vista Grove|GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.81|-84.28|26380
30034|STANDARD|0|Decatur|||GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.69|-84.25|38980
30035|STANDARD|0|Decatur||Snapfinger|GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.72|-84.2|18790
30036|PO BOX|0|Decatur|||GA|Dekalb County|America/New_York|404|NA|US|33.77|-84.29|839
30037|PO BOX|0|Decatur|||GA|Dekalb County|America/New_York|404|NA|US|33.77|-84.29|1054
30038|STANDARD|0|Lithonia|Stonecrest||GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.67|-84.14|36120
30039|STANDARD|0|Snellville|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.8|-84.03|45590
30040|STANDARD|0|Cumming|||GA|Forsyth County|America/New_York|470, 678, 770, 943|NA|US|34.2|-84.13|80160
30041|STANDARD|0|Cumming|||GA|Forsyth County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.2|-84.1|72160
30042|PO BOX|0|Lawrenceville|||GA|Gwinnett County|America/New_York|678|NA|US|33.94|-83.99|737
30043|STANDARD|0|Lawrenceville|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|34|-84.01|81660
30044|STANDARD|0|Lawrenceville|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.92|-84.07|88390
30045|STANDARD|0|Lawrenceville|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.94|-83.93|41400
30046|STANDARD|0|Lawrenceville|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.94|-83.99|36820
30047|STANDARD|0|Lilburn|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.88|-84.13|64630
30048|PO BOX|0|Lilburn|||GA|Gwinnett County|America/New_York|678|NA|US|33.88|-84.13|1316
30049|PO BOX|0|Lawrenceville|||GA|Gwinnett County|America/New_York|678|NA|US|33.64|-84.26|725
30052|STANDARD|0|Loganville|Walnut Grove||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.83|-83.89|72030
30054|STANDARD|0|Oxford|||GA|Newton County|America/New_York|470, 678, 770, 943|NA|US|33.62|-83.87|10710
30055|STANDARD|0|Mansfield|||GA|Jasper County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.51|-83.73|3460
30056|STANDARD|0|Newborn|||GA|Jasper County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.51|-83.69|2440
30058|STANDARD|0|Lithonia|Stonecrest||GA|DeKalb County|America/New_York|470, 678, 770, 943|NA|US|33.71|-84.1|49960
30060|STANDARD|0|Marietta||Atlanta Naval Air Station, Dobbins AFB, Dobbins Air Force Base|GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|33.95|-84.54|31020
30061|PO BOX|0|Marietta|||GA|Cobb County|America/New_York|678|NA|US|33.95|-84.54|1272
30062|STANDARD|0|Marietta|||GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|34|-84.47|63670
30063|UNIQUE|0|Marietta||Lockheed|GA|Cobb County|America/New_York|678|NA|US|33.95|-84.54|41
30064|STANDARD|0|Marietta|||GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|33.94|-84.61|48210
30065|PO BOX|0|Marietta||Mreta|GA|Cobb County|America/New_York|678|NA|US|33.95|-84.54|611
30066|STANDARD|0|Marietta|||GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|34.03|-84.51|56070
30067|STANDARD|0|Marietta|||GA|Cobb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.93|-84.46|38660
30068|STANDARD|0|Marietta|||GA|Cobb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.97|-84.43|33810
30069|UNIQUE|0|Marietta|Dobbins AFB|Dobbins Air Force Base|GA|Cobb County|America/New_York|678|NA|US|33.95|-84.54|41
30070|PO BOX|0|Porterdale|||GA|Newton County|America/New_York|470, 678, 770, 943|NA|US|33.57|-83.9|1069
30071|STANDARD|0|Norcross|Berkeley Lake, Peachtree Cor, Peachtree Corners||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.94|-84.2|23320
30072|PO BOX|0|Pine Lake|||GA|DeKalb County|America/New_York|404, 470, 678, 943|NA|US|33.79|-84.2|1132
30073|STANDARD|1|Decatur|||GA|Dekalb County|America/New_York|404|NA|US|33.7|-84.25|206
30074|PO BOX|0|Redan|Lithonia||GA|Dekalb County|America/New_York|678|NA|US|33.73|-84.15|503
30075|STANDARD|0|Roswell|Mountain Park|Sandy Plains|GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|34.03|-84.35|54000
30076|STANDARD|0|Roswell|||GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|34.03|-84.31|41020
30077|PO BOX|0|Roswell|||GA|Fulton County|America/New_York|678|NA|US|34.03|-84.35|937
30078|STANDARD|0|Snellville|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.85|-84|37210
30079|STANDARD|0|Scottdale|||GA|DeKalb County|America/New_York|404, 470, 678, 943|NA|US|33.79|-84.26|3170
30080|STANDARD|0|Smyrna|||GA|Cobb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.86|-84.51|45020
30081|PO BOX|0|Smyrna|||GA|Cobb County|America/New_York|678|NA|US|33.86|-84.51|1158
30082|STANDARD|0|Smyrna|||GA|Cobb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.85|-84.54|24860
30083|STANDARD|0|Stone Mountain|Stone Mtn|Memorial Square, St Mountain, St Mtn|GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.8|-84.17|49160
30084|STANDARD|0|Tucker|||GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.85|-84.22|35510
30085|PO BOX|0|Tucker|||GA|Dekalb County|America/New_York|678|NA|US|33.85|-84.22|828
30086|PO BOX|0|Stone Mountain|Stone Mtn|St Mountain|GA|Dekalb County|America/New_York|404|NA|US|33.8|-84.17|1204
30087|STANDARD|0|Stone Mountain|Smoke Rise, Stone Mtn||GA|DeKalb County|America/New_York|470, 678, 770, 943|NA|US|33.79|-84.1|35250
30088|STANDARD|0|Stone Mountain|Stone Mtn||GA|DeKalb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.76|-84.18|23240
30090|STANDARD|0|Marietta|||GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|33.95|-84.55|0
30091|PO BOX|0|Norcross|||GA|Gwinnett County|America/New_York|678|NA|US|33.94|-84.2|903
30092|STANDARD|0|Peachtree Corners|Berkeley Lake, Norcross, Peachtree Cor|Parkway|GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.97|-84.23|32040
30093|STANDARD|0|Norcross|||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|33.91|-84.18|45450
30094|STANDARD|0|Conyers|||GA|Rockdale County|America/New_York|470, 678, 770, 943|NA|US|33.61|-84.05|29340
30095|PO BOX|0|Duluth|||GA|Gwinnett County|America/New_York|678|NA|US|34|-84.15|747
30096|STANDARD|0|Duluth|Berkeley Lake, Peachtree Cor, Peachtree Corners||GA|Gwinnett County|America/New_York|470, 678, 770, 943|NA|US|34|-84.15|62080
30097|STANDARD|0|Duluth|Johns Creek, Peachtree Cor, Peachtree Corners||GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|34.03|-84.15|48020
30098|UNIQUE|0|Duluth||State Farm Insurance Co|GA|Gwinnett County|America/New_York|678|NA|US|34|-84.15|28
30099|UNIQUE|0|Duluth||Primerica Financial Services|GA|Gwinnett County|America/New_York|678|NA|US|34|-84.15|0
30101|STANDARD|0|Acworth||Oak Grove|GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|34.05|-84.67|59870
30102|STANDARD|0|Acworth|||GA|Cherokee County|America/New_York|470, 678, 770, 943|NA|US|34.1|-84.63|40390
30103|STANDARD|0|Adairsville|||GA|Bartow County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.36|-84.91|14300
30104|STANDARD|0|Aragon|||GA|Polk County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.04|-85.05|4310
30105|STANDARD|0|Armuchee|||GA|Floyd County|America/New_York|706, 762|NA|US|34.47|-85.21|2180
30106|STANDARD|0|Austell|||GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|33.82|-84.64|19590
30107|STANDARD|0|Ball Ground|||GA|Cherokee County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.33|-84.37|15710
30108|STANDARD|0|Bowdon|||GA|Carroll County|America/New_York|256, 470, 678, 770, 938, 943|NA|US|33.53|-85.25|6940
30109|PO BOX|0|Bowdon Junction|Bowdon Jct||GA|Carroll County|America/New_York|678|NA|US|33.65|-85.13|151
30110|STANDARD|0|Bremen|||GA|Haralson County|America/New_York|470, 678, 770, 943|NA|US|33.7|-85.15|12740
30111|PO BOX|0|Clarkdale|||GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|33.83|-84.65|314
30112|PO BOX|0|Carrollton|||GA|Carroll County|America/New_York|678|NA|US|33.58|-85.08|1616
30113|STANDARD|0|Buchanan|||GA|Haralson County|America/New_York|470, 678, 770, 943|NA|US|33.8|-85.18|5370
30114|STANDARD|0|Canton|Holly Springs||GA|Cherokee County|America/New_York|470, 678, 770, 943|NA|US|34.24|-84.49|55630
30115|STANDARD|0|Canton|Holly Springs||GA|Cherokee County|America/New_York|470, 678, 770, 943|NA|US|34.2|-84.4|48820
30116|STANDARD|0|Carrollton|||GA|Carroll County|America/New_York|470, 678, 770, 943|NA|US|33.54|-85|21530
30117|STANDARD|0|Carrollton||University Of West Georgia|GA|Carroll County|America/New_York|470, 678, 770, 943|NA|US|33.58|-85.07|29530
30118|UNIQUE|0|Carrollton||University Of West Georgia|GA|Carroll County|America/New_York|470, 678, 770, 943|NA|US|33.57|-85.1|101
30119|UNIQUE|0|Carrollton||Southwire|GA|Carroll County|America/New_York|678|NA|US|33.58|-85.07|0
30120|STANDARD|0|Cartersville|Euharlee|North Corners|GA|Bartow County|America/New_York|470, 678, 770, 943|NA|US|34.16|-84.8|39110
30121|STANDARD|0|Cartersville|Emerson||GA|Bartow County|America/New_York|470, 678, 770, 943|NA|US|34.21|-84.78|20560
30122|STANDARD|0|Lithia Springs|Lithia Spgs||GA|Douglas County|America/New_York|404, 470, 678, 770, 943|NA|US|33.77|-84.64|21040
30123|PO BOX|0|Cassville|||GA|Bartow County|America/New_York|470, 678, 770, 943|NA|US|34.23|-84.84|906
30124|STANDARD|0|Cave Spring|||GA|Floyd County|America/New_York|256, 470, 678, 706, 762, 770, 938, 943|NA|US|34.1|-85.33|2680
30125|STANDARD|0|Cedartown|||GA|Polk County|America/New_York|256, 470, 678, 706, 762, 770, 938, 943|NA|US|34.01|-85.25|20630
30126|STANDARD|0|Mableton|Smyrna||GA|Cobb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.81|-84.56|37380
30127|STANDARD|0|Powder Springs|Powder Spgs||GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|33.86|-84.68|65680
30129|PO BOX|0|Coosa|||GA|Floyd County|America/New_York|706|NA|US|34.22|-85.39|434
30132|STANDARD|0|Dallas|||GA|Paulding County|America/New_York|470, 678, 770, 943|NA|US|33.91|-84.83|46070
30133|PO BOX|0|Douglasville|||GA|Douglas County|America/New_York|678|NA|US|33.74|-84.74|1123
30134|STANDARD|0|Douglasville|||GA|Douglas County|America/New_York|470, 678, 770, 943|NA|US|33.74|-84.74|41470
30135|STANDARD|0|Douglasville|||GA|Douglas County|America/New_York|404, 470, 678, 770, 943|NA|US|33.67|-84.73|61570
30137|STANDARD|0|Emerson|||GA|Bartow County|America/New_York|470, 678, 770, 943|NA|US|34.12|-84.76|1440
30138|PO BOX|0|Esom Hill|||GA|Cleburne County|America/New_York|678|NA|US|33.93|-85.37|75
30139|STANDARD|0|Fairmount|||GA|Gordon County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.44|-84.7|3760
30140|PO BOX|0|Felton|||GA|Haralson County|America/New_York|678|NA|US|33.88|-85.21|118
30141|STANDARD|0|Hiram|||GA|Paulding County|America/New_York|470, 678, 770, 943|NA|US|33.86|-84.77|21730
30142|PO BOX|0|Holly Springs|||GA|Cherokee County|America/New_York|678|NA|US|34.17|-84.49|574
30143|STANDARD|0|Jasper|Big Canoe||GA|Pickens County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.46|-84.42|23200
30144|STANDARD|0|Kennesaw||Barrett Parkway|GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|34.02|-84.61|45240
30145|STANDARD|0|Kingston|Euharlee||GA|Bartow County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.23|-84.94|7770
30146|PO BOX|0|Lebanon|||GA|Cherokee County|America/New_York|678|NA|US|34.21|-84.44|259
30147|STANDARD|0|Lindale|||GA|Floyd County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.18|-85.18|3830
30148|STANDARD|0|Marble Hill||Marblehill|GA|Pickens County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.46|-84.26|620
30149|PO BOX|0|Mount Berry|Rome||GA|Floyd County|America/New_York|706, 762|NA|US|34.31|-85.23|347
30150|PO BOX|0|Mount Zion|||GA|Carroll County|America/New_York|678|NA|US|33.63|-85.18|197
30151|PO BOX|0|Nelson|||GA|Pickens County|America/New_York|470, 678, 770, 943|NA|US|34.38|-84.37|402
30152|STANDARD|0|Kennesaw|||GA|Cobb County|America/New_York|470, 678, 770, 943|NA|US|33.99|-84.65|41700
30153|STANDARD|0|Rockmart|Braswell||GA|Polk County|America/New_York|470, 678, 770, 943|NA|US|34|-85.04|17170
30154|PO BOX|0|Douglasville|||GA|Douglas County|America/New_York|678|NA|US|33.74|-84.74|744
30156|PO BOX|0|Kennesaw|||GA|Cobb County|America/New_York|678|NA|US|33.99|-84.65|872
30157|STANDARD|0|Dallas|||GA|Paulding County|America/New_York|470, 678, 770, 943|NA|US|33.88|-84.87|47630
30160|PO BOX|0|Kennesaw|||GA|Cobb County|America/New_York|678|NA|US|33.99|-84.65|372
30161|STANDARD|0|Rome|||GA|Floyd County|America/New_York|256, 470, 678, 706, 762, 770, 938, 943|NA|US|34.24|-85.17|28060
30162|PO BOX|0|Rome|||GA|Floyd County|America/New_York|706|NA|US|34.26|-85.18|1153
30163|PO BOX|1|Rome|||GA|Floyd County|America/New_York|706|NA|US|34.26|-85.18|0
30164|PO BOX|0|Rome|||GA|Newton County|America/New_York|706|NA|US|33.4|-83.83|965
30165|STANDARD|0|Rome|||GA|Floyd County|America/New_York|256, 706, 762, 938|NA|US|34.26|-85.18|35400
30168|STANDARD|0|Austell|||GA|Cobb County|America/New_York|404, 470, 678, 770, 943|NA|US|33.78|-84.59|22580
30169|PO BOX|0|Canton|||GA|Cherokee County|America/New_York|678|NA|US|34.14|-84.3|843
30170|STANDARD|0|Roopville||Ephesus|GA|Carroll County|America/New_York|256, 470, 678, 770, 938, 943|NA|US|33.45|-85.13|2920
30171|STANDARD|0|Rydal|||GA|Bartow County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.37|-84.7|3610
30172|PO BOX|0|Shannon|||GA|Floyd County|America/New_York|706|NA|US|34.33|-85.08|1257
30173|STANDARD|0|Silver Creek|||GA|Floyd County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.13|-85.13|5800
30175|STANDARD|0|Talking Rock||White Stone|GA|Pickens County|America/New_York|706, 762|NA|US|34.5|-84.5|5590
30176|STANDARD|0|Tallapoosa|||GA|Haralson County|America/New_York|256, 470, 678, 770, 938, 943|NA|US|33.75|-85.29|6130
30177|STANDARD|0|Tate|||GA|Pickens County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.41|-84.38|520
30178|STANDARD|0|Taylorsville|||GA|Bartow County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.08|-84.98|3820
30179|STANDARD|0|Temple|||GA|Carroll County|America/New_York|470, 678, 770, 943|NA|US|33.73|-85.03|17210
30180|STANDARD|0|Villa Rica|||GA|Carroll County|America/New_York|470, 678, 770, 943|NA|US|33.73|-84.92|36960
30182|STANDARD|0|Waco|||GA|Carroll County|America/New_York|256, 470, 678, 770, 938, 943|NA|US|33.7|-85.18|2530
30183|STANDARD|0|Waleska||Lake Arrowhead|GA|Cherokee County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|34.31|-84.55|5690
30184|STANDARD|0|White|||GA|Bartow County|America/New_York|470, 678, 770, 943|NA|US|34.28|-84.74|6830
30185|STANDARD|0|Whitesburg|||GA|Carroll County|America/New_York|470, 678, 770, 943|NA|US|33.49|-84.91|3870
30187|STANDARD|0|Winston|||GA|Douglas County|America/New_York|470, 678, 770, 943|NA|US|33.65|-84.86|9030
30188|STANDARD|0|Woodstock|Holly Springs, Mountain Park||GA|Cherokee County|America/New_York|470, 678, 770, 943|NA|US|34.1|-84.51|64070
30189|STANDARD|0|Woodstock|||GA|Cherokee County|America/New_York|470, 678, 770, 943|NA|US|34.12|-84.57|36840
30204|STANDARD|0|Barnesville|Aldora||GA|Lamar County|America/New_York|470, 478, 678, 706, 762, 770, 943|NA|US|33.05|-84.15|10580
30205|STANDARD|0|Brooks|||GA|Fayette County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.29|-84.45|3620
30206|STANDARD|0|Concord|||GA|Pike County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.09|-84.43|3080
30212|PO BOX|0|Experiment|||GA|Spalding County|America/New_York|678|NA|US|33.27|-84.27|717
30213|STANDARD|0|Fairburn|||GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|33.56|-84.58|37300
30214|STANDARD|0|Fayetteville|Woolsey||GA|Fayette County|America/New_York|470, 678, 770, 943|NA|US|33.49|-84.49|30070
30215|STANDARD|0|Fayetteville|||GA|Fayette County|America/New_York|470, 678, 770, 943|NA|US|33.44|-84.46|35420
30216|STANDARD|0|Flovilla||Indian Springs|GA|Butts County|America/New_York|470, 478, 678, 706, 762, 770, 943|NA|US|33.25|-83.89|1820
30217|STANDARD|0|Franklin|Centralhatchee, Ctrlhatchee||GA|Heard County|America/New_York|256, 334, 470, 678, 706, 762, 770, 938, 943|NA|US|33.28|-85.09|7460
30218|STANDARD|0|Gay|||GA|Meriwether County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.09|-84.57|1790
30219|PO BOX|1|Glenn|||GA|Heard County|America/New_York|706|NA|US|33.28|-85.12|0
30220|STANDARD|0|Grantville|Lone Oak||GA|Coweta County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.23|-84.82|5040
30222|STANDARD|0|Greenville|Stovall||GA|Meriwether County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.02|-84.71|3510
30223|STANDARD|0|Griffin|||GA|Spalding County|America/New_York|470, 678, 770, 943|NA|US|33.29|-84.28|31500
30224|STANDARD|0|Griffin|||GA|Spalding County|America/New_York|470, 678, 770, 943|NA|US|33.24|-84.27|23170
30228|STANDARD|0|Hampton|||GA|Henry County|America/New_York|470, 678, 770, 943|NA|US|33.38|-84.28|46990
30229|PO BOX|0|Haralson|||GA|Coweta County|America/New_York|470, 678, 770, 943|NA|US|33.23|-84.57|193
30230|STANDARD|0|Hogansville|Lone Oak||GA|Troup County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.16|-84.9|7940
30233|STANDARD|0|Jackson|||GA|Butts County|America/New_York|470, 478, 678, 706, 762, 770, 943|NA|US|33.29|-83.96|21270
30234|STANDARD|0|Jenkinsburg|||GA|Butts County|America/New_York|470, 678, 770, 943|NA|US|33.32|-84.03|1880
30236|STANDARD|0|Jonesboro|Lake Spivey||GA|Clayton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.52|-84.35|42140
30237|PO BOX|0|Jonesboro|||GA|Clayton County|America/New_York|678|NA|US|33.52|-84.35|1145
30238|STANDARD|0|Jonesboro|||GA|Clayton County|America/New_York|470, 678, 770, 943|NA|US|33.49|-84.38|36980
30240|STANDARD|0|Lagrange|||GA|Troup County|America/New_York|334, 706, 762|NA|US|33.04|-85.12|25060
30241|STANDARD|0|Lagrange|||GA|Troup County|America/New_York|706, 762|NA|US|33.03|-84.98|21860
30248|STANDARD|0|Locust Grove|||GA|Henry County|America/New_York|470, 678, 770, 943|NA|US|33.34|-84.1|28450
30250|PO BOX|0|Lovejoy|||GA|Clayton County|America/New_York|470, 678, 770, 943|NA|US|33.43|-84.31|362
30251|STANDARD|0|Luthersville|||GA|Meriwether County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.2|-84.74|2020
30252|STANDARD|0|Mcdonough|||GA|Henry County|America/New_York|470, 678, 770, 943|NA|US|33.47|-84.06|46820
30253|STANDARD|0|Mcdonough||Mc Donough|GA|Henry County|America/New_York|470, 678, 770, 943|NA|US|33.45|-84.14|57990
30256|STANDARD|0|Meansville|||GA|Pike County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.01|-84.31|2500
30257|STANDARD|0|Milner|||GA|Lamar County|America/New_York|470, 678, 770, 943|NA|US|33.11|-84.19|4640
30258|STANDARD|0|Molena|||GA|Pike County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.01|-84.5|2440
30259|STANDARD|0|Moreland|||GA|Coweta County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.28|-84.77|3520
30260|STANDARD|0|Morrow|Lake City||GA|Clayton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.57|-84.34|23400
30261|PO BOX|0|Lagrange|Mountville||GA|Troup County|America/New_York|706|NA|US|33.03|-84.98|31
30263|STANDARD|0|Newnan|Raymond||GA|Coweta County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.37|-84.78|52450
30264|PO BOX|0|Newnan|||GA|Coweta County|America/New_York|678|NA|US|33.37|-84.78|1068
30265|STANDARD|0|Newnan||Shenandoah|GA|Coweta County|America/New_York|470, 678, 770, 943|NA|US|33.41|-84.71|35010
30266|PO BOX|0|Orchard Hill|||GA|Spalding County|America/New_York|678|NA|US|33.18|-84.21|459
30268|STANDARD|0|Palmetto|Chatt Hills, Chattahoochee Hills||GA|Fulton County|America/New_York|470, 678, 770, 943|NA|US|33.52|-84.66|9950
30269|STANDARD|0|Peachtree City|Peachtree Cty||GA|Fayette County|America/New_York|470, 678, 770, 943|NA|US|33.39|-84.56|38400
30270|UNIQUE|0|Peachtree City|Fayetteville, Peachtree Cty|Peachtree City Parcel Return|GA|Fayette County|America/New_York|678|NA|US|33.4|-84.6|0
30271|PO BOX|0|Newnan|||GA|Coweta County|America/New_York|678|NA|US|33.37|-84.78|961
30272|PO BOX|0|Red Oak|||GA|Fulton County|America/New_York|404, 470, 678, 943|NA|US|33.62|-84.5|642
30273|STANDARD|0|Rex|||GA|Clayton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.58|-84.27|16580
30274|STANDARD|0|Riverdale|||GA|Clayton County|America/New_York|404, 470, 678, 770, 943|NA|US|33.56|-84.4|29800
30275|PO BOX|0|Sargent|||GA|Coweta County|America/New_York|470, 678, 770, 943|NA|US|33.43|-84.87|253
30276|STANDARD|0|Senoia|||GA|Coweta County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|33.31|-84.55|18670
30277|STANDARD|0|Sharpsburg|||GA|Coweta County|America/New_York|470, 678, 770, 943|NA|US|33.38|-84.65|21520
30281|STANDARD|0|Stockbridge|||GA|Henry County|America/New_York|470, 678, 770, 943|NA|US|33.54|-84.24|61450
30284|PO BOX|0|Sunny Side|||GA|Spalding County|America/New_York|470, 678, 770, 943|NA|US|33.34|-84.29|497
30285|STANDARD|0|The Rock|||GA|Upson County|America/New_York|470, 678, 706, 762, 770, 943|NA|US|32.96|-84.24|650
30286|STANDARD|0|Thomaston|||GA|Upson County|America/New_York|470, 478, 678, 706, 762, 770, 943|NA|US|32.89|-84.32|18920
