,name,lat,lng,zip
496,Pet and Feed Store,30.2473951,-81.7999338,32210
497,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
498,Pet Supermarket,30.1422699,-81.7658136,32065
499,EarthWise Pet,30.2903108,-81.3923713,32250
500,Pet Supermarket,30.2624511,-81.6237929,32217
501,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
502,Pet Supermarket,30.2873056,-81.7213709,32210
503,Pet Supermarket,30.2640955,-81.55840649999999,32216
504,Pet Supermarket,29.8795038,-81.326146,32084
505,Pet Supermarket,30.1875604,-81.62707739999999,32257
506,Pet Supermarket,30.2054568,-81.7591583,32244
507,Pet Supermarket,29.675545,-82.33880669999999,32609
508,Pet Supermarket,29.187339,-82.1098148,34470
509,Pet Supermarket,30.3175559,-81.4726537,32225
510,Pet Supermarket,29.5540932,-81.22952409999999,32137
511,Pet Supermarket,30.2848241,-81.4610276,32224
512,Pet Creations,30.4515094,-81.63737479999999,32218
513,Pet Supermarket,30.3524532,-81.5812534,32277
514,Petco,29.1435119,-82.1877512,34474
515,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
516,Pet and Feed Store,30.2473951,-81.7999338,32210
517,Pet Supermarket,29.1263381,-81.00240389999999,32127
518,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
519,Pet Supermarket,30.1422699,-81.7658136,32065
520,Pet Supermarket,30.2624511,-81.6237929,32217
521,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
522,Pet Supermarket,30.2873056,-81.7213709,32210
523,Pet Supermarket,30.2640955,-81.55840649999999,32216
524,Pet Supermarket,29.8795038,-81.326146,32084
525,Pet Supermarket,30.1875604,-81.62707739999999,32257
526,Pet Supermarket,30.2054568,-81.7591583,32244
527,Pet Supermarket,29.675545,-82.33880669999999,32609
528,Pet Supermarket,29.187339,-82.1098148,34470
529,Pet Supermarket,30.3175559,-81.4726537,32225
530,Pet Supermarket,29.5540932,-81.22952409999999,32137
531,Pet Supermarket,30.2848241,-81.4610276,32224
532,Pet Creations,30.4515094,-81.63737479999999,32218
533,Pet Supermarket,30.3524532,-81.5812534,32277
534,Petco,29.1435119,-82.1877512,34474
535,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
536,Pet and Feed Store,30.2473951,-81.7999338,32210
537,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
538,Pet Supermarket,30.1422699,-81.7658136,32065
539,EarthWise Pet,30.2903108,-81.3923713,32250
540,Pet Supermarket,30.2624511,-81.6237929,32217
541,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
542,Pet Creations,30.4515094,-81.63737479999999,32218
543,Pet Supermarket,30.2873056,-81.7213709,32210
544,Pet Supermarket,30.2640955,-81.55840649999999,32216
545,Pet Supermarket,29.8795038,-81.326146,32084
546,Pet Supermarket,30.1875604,-81.62707739999999,32257
547,Pet Supermarket,30.2054568,-81.7591583,32244
548,Pet Supermarket,30.3175559,-81.4726537,32225
549,Pet Supermarket,30.2848241,-81.4610276,32224
550,Pet Supermarket,30.3524532,-81.5812534,32277
551,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
552,Pet and Feed Store,30.2473951,-81.7999338,32210
553,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
554,Pet Supermarket,30.1422699,-81.7658136,32065
555,Pet Supplies Plus Brunswick,31.2187829,-81.4944343,31520
556,EarthWise Pet,30.2903108,-81.3923713,32250
557,Pet Supermarket,30.1929248,-81.5487701,32256
558,Pet Supermarket,30.2885374,-81.3956323,32250
559,Petco,30.17193219999999,-81.6266911,32223
560,Pet Supermarket,30.2624511,-81.6237929,32217
561,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
562,Pet Supermarket,30.2873056,-81.7213709,32210
563,Pet Supermarket,30.2640955,-81.55840649999999,32216
564,Pet Supermarket,29.8795038,-81.326146,32084
565,Pet Supermarket,30.1875604,-81.62707739999999,32257
566,Pet Supermarket,30.2054568,-81.7591583,32244
567,Pet Supermarket,29.675545,-82.33880669999999,32609
568,Pet Supermarket,29.187339,-82.1098148,34470
569,Pet Supermarket,30.3175559,-81.4726537,32225
570,Pet Supermarket,29.5540932,-81.22952409999999,32137
571,Pet Supermarket,30.2848241,-81.4610276,32224
572,Pet Creations,30.4515094,-81.63737479999999,32218
573,Pet Supermarket,30.3524532,-81.5812534,32277
574,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
575,Pet and Feed Store,30.2473951,-81.7999338,32210
576,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
577,Pet Supermarket,30.1422699,-81.7658136,32065
578,EarthWise Pet,30.2903108,-81.3923713,32250
579,Petco,29.6571701,-82.4156051,32605
580,Pet Supermarket,30.2624511,-81.6237929,32217
581,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
582,Pet Supermarket,30.2873056,-81.7213709,32210
583,Pet Supermarket,30.2640955,-81.55840649999999,32216
584,Pet Supermarket,29.8795038,-81.326146,32084
585,Pet Supermarket,30.1875604,-81.62707739999999,32257
586,Pet Supermarket,30.2054568,-81.7591583,32244
587,Pet Supermarket,29.675545,-82.33880669999999,32609
588,Pet Supermarket,29.187339,-82.1098148,34470
589,Pet Supermarket,30.3175559,-81.4726537,32225
590,Pet Supermarket,30.2848241,-81.4610276,32224
591,Pet Creations,30.4515094,-81.63737479999999,32218
592,Pet Supermarket,30.3524532,-81.5812534,32277
593,Petco,29.1435119,-82.1877512,34474
594,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
595,Pet and Feed Store,30.2473951,-81.7999338,32210
596,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
597,Pet Supermarket,30.1422699,-81.7658136,32065
598,EarthWise Pet,30.2903108,-81.3923713,32250
599,Petco,29.6571701,-82.4156051,32605
600,Pet Supermarket,30.2624511,-81.6237929,32217
601,Pet Creations,30.4515094,-81.63737479999999,32218
602,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
603,Pet and Feed Store,30.2473951,-81.7999338,32210
604,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
605,Pet Supermarket,30.2873056,-81.7213709,32210
606,Pet Supermarket,30.1875604,-81.62707739999999,32257
607,Pet Supermarket,30.2054568,-81.7591583,32244
608,Pet Supermarket,29.675545,-82.33880669999999,32609
609,Pet Supermarket,30.1422699,-81.7658136,32065
610,Petco,29.6571701,-82.4156051,32605
611,Petco,30.17193219999999,-81.6266911,32223
612,Lake City Pets and Supplies & Grooming,30.18679599999999,-82.6527431,32055
613,Pet Supplies Plus St. Mary's,30.77645,-81.6207945,31558
614,Pet Supermarket,30.1804526,-82.6671503,32055
615,PetSmart,29.6229983,-82.3805296,32608
616,PetSmart,29.6719119,-82.3878944,32605
617,Pet Supplies Plus University,30.2601804,-81.6431978,32217
618,Earth Pets Natural Pet Market Gainesville,29.6574197,-82.4070868,32607
619,PetSmart,30.188568,-81.7354083,32073
620,Pet Supermarket,30.2624511,-81.6237929,32217
621,Pet Creations,30.4515094,-81.63737479999999,32218
622,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
623,Pet and Feed Store,30.2473951,-81.7999338,32210
624,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
625,Pet Supermarket,30.2873056,-81.7213709,32210
626,Pet Supermarket,30.1875604,-81.62707739999999,32257
627,Pet Supermarket,30.2054568,-81.7591583,32244
628,Pet Supermarket,29.675545,-82.33880669999999,32609
629,Pet Supermarket,30.1422699,-81.7658136,32065
630,Petco,29.6571701,-82.4156051,32605
631,Petco,30.17193219999999,-81.6266911,32223
632,Lake City Pets and Supplies & Grooming,30.18679599999999,-82.6527431,32055
633,Pet Supplies Plus St. Mary's,30.77645,-81.6207945,31558
634,Pet Supermarket,30.1804526,-82.6671503,32055
635,PetSmart,29.6229983,-82.3805296,32608
636,PetSmart,29.6719119,-82.3878944,32605
637,Pet Supplies Plus University,30.2601804,-81.6431978,32217
638,Earth Pets Natural Pet Market Gainesville,29.6574197,-82.4070868,32607
639,PetSmart,30.188568,-81.7354083,32073
640,Pet Supermarket,30.2624511,-81.6237929,32217
641,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
642,Pet Supermarket,30.2873056,-81.7213709,32210
643,Pet Supermarket,30.2640955,-81.55840649999999,32216
644,Pet Supermarket,29.8795038,-81.326146,32084
645,Pet Supermarket,30.1875604,-81.62707739999999,32257
646,Pet Supermarket,30.2054568,-81.7591583,32244
647,Pet Supermarket,29.675545,-82.33880669999999,32609
648,Pet Supermarket,29.187339,-82.1098148,34470
649,Pet Supermarket,30.3175559,-81.4726537,32225
650,Pet Supermarket,29.5540932,-81.22952409999999,32137
651,Pet Supermarket,30.2848241,-81.4610276,32224
652,Pet Creations,30.4515094,-81.63737479999999,32218
653,Pet Supermarket,30.3524532,-81.5812534,32277
654,Petco,29.1435119,-82.1877512,34474
655,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
656,Pet and Feed Store,30.2473951,-81.7999338,32210
657,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
658,Pet Supermarket,30.1422699,-81.7658136,32065
659,EarthWise Pet,30.2903108,-81.3923713,32250
660,Pet Supermarket,30.2624511,-81.6237929,32217
661,Pet Creations,30.4515094,-81.63737479999999,32218
662,Pet Supermarket,30.3524532,-81.5812534,32277
663,Pet Supermarket,30.2873056,-81.7213709,32210
664,Pet Supermarket,30.2640955,-81.55840649999999,32216
665,Pet Supermarket,30.1875604,-81.62707739999999,32257
666,Pet Supermarket,30.2054568,-81.7591583,32244
667,Pet Supermarket,29.675545,-82.33880669999999,32609
668,Pet Supermarket,30.3175559,-81.4726537,32225
669,Pet Supermarket,30.2848241,-81.4610276,32224
670,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
671,Pet and Feed Store,30.2473951,-81.7999338,32210
672,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
673,Pet Supermarket,30.1422699,-81.7658136,32065
674,Petco,29.6571701,-82.4156051,32605
675,Pet Supermarket,30.1929248,-81.5487701,32256
676,Petco,30.17193219999999,-81.6266911,32223
677,Lake City Pets and Supplies & Grooming,30.18679599999999,-82.6527431,32055
678,Pet Supplies Plus St. Mary's,30.77645,-81.6207945,31558
679,Pet Supermarket,30.1804526,-82.6671503,32055
680,Pet Supermarket,30.2624511,-81.6237929,32217
681,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
682,Pet Supermarket,30.2873056,-81.7213709,32210
683,Pet Supermarket,30.2640955,-81.55840649999999,32216
684,Pet Supermarket,29.8795038,-81.326146,32084
685,Pet Supermarket,30.1875604,-81.62707739999999,32257
686,Pet Supermarket,30.2054568,-81.7591583,32244
687,Pet Supermarket,29.675545,-82.33880669999999,32609
688,Pet Supermarket,30.3175559,-81.4726537,32225
689,Pet Supermarket,29.5540932,-81.22952409999999,32137
690,Pet Supermarket,30.2848241,-81.4610276,32224
691,Pet Creations,30.4515094,-81.63737479999999,32218
692,Pet Supermarket,30.3524532,-81.5812534,32277
693,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
694,Pet and Feed Store,30.2473951,-81.7999338,32210
695,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
696,Pet Supermarket,30.1422699,-81.7658136,32065
697,EarthWise Pet,30.2903108,-81.3923713,32250
698,Petco,29.6571701,-82.4156051,32605
699,Pet Supermarket,30.1929248,-81.5487701,32256
700,Pet Supermarket,30.2624511,-81.6237929,32217
701,Pet Supermarket,30.2640955,-81.55840649999999,32216
702,Pet Supermarket,30.1875604,-81.62707739999999,32257
703,Pet Supermarket,30.2054568,-81.7591583,32244
704,Pet Supermarket,29.675545,-82.33880669999999,32609
705,Pet Supermarket,30.2873056,-81.7213709,32210
706,Pet Supermarket,29.8795038,-81.326146,32084
707,Pet Supermarket,30.2885374,-81.3956323,32250
708,Pet Supermarket,30.3175559,-81.4726537,32225
709,Pet Supermarket,30.1422699,-81.7658136,32065
710,Pet Supermarket,29.5540932,-81.22952409999999,32137
711,Pet Supermarket,29.2690141,-81.10086919999999,32174
712,PetSmart,30.3274361,-81.5482442,32225
713,PetSmart,30.4763902,-81.6426602,32218
714,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
715,PetSmart,29.6229983,-82.3805296,32608
716,PetSmart,30.2711295,-81.3900309,32250
717,Pet Creations,30.4515094,-81.63737479999999,32218
718,Pet Supermarket,29.26164709999999,-81.02814049999999,32118
719,PetSmart,30.19998589999999,-81.5502113,32256
720,Pet Supermarket,30.2624511,-81.6237929,32217
721,Pet Supermarket,30.2640955,-81.55840649999999,32216
722,Pet Supermarket,30.1875604,-81.62707739999999,32257
723,Pet Supermarket,30.2054568,-81.7591583,32244
724,Pet Supermarket,29.675545,-82.33880669999999,32609
725,Pet Supermarket,30.2873056,-81.7213709,32210
726,Pet Supermarket,29.8795038,-81.326146,32084
727,Pet Supermarket,30.2885374,-81.3956323,32250
728,Pet Supermarket,30.3175559,-81.4726537,32225
729,Pet Supermarket,30.1422699,-81.7658136,32065
730,Pet Supermarket,29.5540932,-81.22952409999999,32137
731,Pet Supermarket,29.2690141,-81.10086919999999,32174
732,PetSmart,30.19998589999999,-81.5502113,32256
733,PetSmart,30.3274361,-81.5482442,32225
734,PetSmart,30.4763902,-81.6426602,32218
735,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
736,PetSmart,29.6229983,-82.3805296,32608
737,PetSmart,30.2711295,-81.3900309,32250
738,Pet Creations,30.4515094,-81.63737479999999,32218
739,Pet Supermarket,29.26164709999999,-81.02814049999999,32118
740,Pet Supermarket,30.2624511,-81.6237929,32217
741,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
742,Pet Supermarket,30.2873056,-81.7213709,32210
743,Pet Supermarket,30.2640955,-81.55840649999999,32216
744,Pet Supermarket,29.8795038,-81.326146,32084
745,Pet Supermarket,30.1875604,-81.62707739999999,32257
746,Pet Supermarket,30.2054568,-81.7591583,32244
747,Pet Supermarket,29.675545,-82.33880669999999,32609
748,Pet Supermarket,29.187339,-82.1098148,34470
749,Pet Supermarket,30.3175559,-81.4726537,32225
750,Pet Supermarket,29.5540932,-81.22952409999999,32137
751,Pet Supermarket,30.2848241,-81.4610276,32224
752,Pet Creations,30.4515094,-81.63737479999999,32218
753,Pet Supermarket,30.3524532,-81.5812534,32277
754,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
755,Pet and Feed Store,30.2473951,-81.7999338,32210
756,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
757,Pet Supermarket,30.1422699,-81.7658136,32065
758,EarthWise Pet,30.2903108,-81.3923713,32250
759,Petco,29.6571701,-82.4156051,32605
760,Pet Supermarket,30.2624511,-81.6237929,32217
761,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
762,Pet Creations,30.4515094,-81.63737479999999,32218
763,Pet Supermarket,30.2873056,-81.7213709,32210
764,Pet Supermarket,30.2640955,-81.55840649999999,32216
765,Pet Supermarket,30.1875604,-81.62707739999999,32257
766,Pet Supermarket,30.2054568,-81.7591583,32244
767,Pet Supermarket,29.675545,-82.33880669999999,32609
768,Pet Supermarket,30.3175559,-81.4726537,32225
769,Pet Supermarket,30.2848241,-81.4610276,32224
770,Pet Supermarket,30.3524532,-81.5812534,32277
771,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
772,Pet and Feed Store,30.2473951,-81.7999338,32210
773,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
774,Pet Supermarket,30.1422699,-81.7658136,32065
775,EarthWise Pet,30.2903108,-81.3923713,32250
776,Petco,29.6571701,-82.4156051,32605
777,Pet Supermarket,30.1929248,-81.5487701,32256
778,Pet Supermarket,30.2885374,-81.3956323,32250
779,Petco,30.17193219999999,-81.6266911,32223
780,Pet Supermarket,30.2624511,-81.6237929,32217
781,Pet Supermarket,30.2640955,-81.55840649999999,32216
782,Pet Supermarket,30.1875604,-81.62707739999999,32257
783,Pet Supermarket,30.2054568,-81.7591583,32244
784,Pet Supermarket,29.675545,-82.33880669999999,32609
785,Pet Supermarket,30.2873056,-81.7213709,32210
786,Pet Supermarket,29.8795038,-81.326146,32084
787,Pet Supermarket,30.2885374,-81.3956323,32250
788,Pet Supermarket,30.3175559,-81.4726537,32225
789,Pet Supermarket,30.1422699,-81.7658136,32065
790,Pet Supermarket,29.5540932,-81.22952409999999,32137
791,Pet Supermarket,29.2690141,-81.10086919999999,32174
792,PetSmart,30.19998589999999,-81.5502113,32256
793,PetSmart,30.3274361,-81.5482442,32225
794,PetSmart,30.4763902,-81.6426602,32218
795,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
796,PetSmart,29.6229983,-82.3805296,32608
797,PetSmart,30.2711295,-81.3900309,32250
798,Pet Creations,30.4515094,-81.63737479999999,32218
799,Pet Supermarket,29.26164709999999,-81.02814049999999,32118
800,Pet Supermarket,30.2624511,-81.6237929,32217
801,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
802,Pet Supermarket,30.2873056,-81.7213709,32210
803,Pet Supermarket,30.2640955,-81.55840649999999,32216
804,Pet Supermarket,29.8795038,-81.326146,32084
805,Pet Supermarket,30.1875604,-81.62707739999999,32257
806,Pet Supermarket,30.2054568,-81.7591583,32244
807,Pet Supermarket,29.675545,-82.33880669999999,32609
808,Pet Supermarket,29.187339,-82.1098148,34470
809,Pet Supermarket,30.3175559,-81.4726537,32225
810,Pet Supermarket,29.5540932,-81.22952409999999,32137
811,Pet Supermarket,30.2848241,-81.4610276,32224
812,Pet Creations,30.4515094,-81.63737479999999,32218
813,Pet Supermarket,30.3524532,-81.5812534,32277
814,Petco,29.1435119,-82.1877512,34474
815,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
816,Pet and Feed Store,30.2473951,-81.7999338,32210
817,Pet Supermarket,29.1263381,-81.00240389999999,32127
818,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
819,Pet Supermarket,30.1422699,-81.7658136,32065
820,Pet Supermarket,30.2624511,-81.6237929,32217
821,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
822,Pet Supermarket,30.2873056,-81.7213709,32210
823,Pet Supermarket,30.2640955,-81.55840649999999,32216
824,Pet Supermarket,29.8795038,-81.326146,32084
825,Pet Supermarket,30.1875604,-81.62707739999999,32257
826,Pet Supermarket,30.2054568,-81.7591583,32244
827,Pet Supermarket,29.187339,-82.1098148,34470
828,Pet Supermarket,30.3175559,-81.4726537,32225
829,Pet Supermarket,29.5540932,-81.22952409999999,32137
830,Pet Supermarket,30.2848241,-81.4610276,32224
831,Pet Creations,30.4515094,-81.63737479999999,32218
832,Pet Supermarket,30.3524532,-81.5812534,32277
833,Petco,29.1435119,-82.1877512,34474
834,Pet Supermarket,28.9142272,-81.29114059999999,32763
835,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
836,Pet and Feed Store,30.2473951,-81.7999338,32210
837,Pet Supermarket,29.1263381,-81.00240389999999,32127
838,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
839,Pet Supermarket,30.1422699,-81.7658136,32065
840,Pet Supermarket,30.2624511,-81.6237929,32217
841,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
842,Pet Supermarket,30.2873056,-81.7213709,32210
843,Pet Supermarket,30.2640955,-81.55840649999999,32216
844,Pet Supermarket,29.8795038,-81.326146,32084
845,Pet Supermarket,30.1875604,-81.62707739999999,32257
846,Pet Supermarket,30.2054568,-81.7591583,32244
847,Pet Supermarket,29.675545,-82.33880669999999,32609
848,Pet Supermarket,29.187339,-82.1098148,34470
849,Pet Supermarket,30.3175559,-81.4726537,32225
850,Pet Supermarket,29.5540932,-81.22952409999999,32137
851,Pet Supermarket,30.2848241,-81.4610276,32224
852,Pet Creations,30.4515094,-81.63737479999999,32218
853,Pet Supermarket,30.3524532,-81.5812534,32277
854,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
855,Pet and Feed Store,30.2473951,-81.7999338,32210
856,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
857,Pet Supermarket,30.1422699,-81.7658136,32065
858,EarthWise Pet,30.2903108,-81.3923713,32250
859,Petco,29.6571701,-82.4156051,32605
860,Pet Supermarket,30.2640955,-81.55840649999999,32216
861,Pet Supermarket,30.2848241,-81.4610276,32224
862,Pet Supermarket,30.1875604,-81.62707739999999,32257
863,Pet Supermarket,30.2054568,-81.7591583,32244
864,Pet Supermarket,30.2873056,-81.7213709,32210
865,Pet Supermarket,30.2624511,-81.6237929,32217
866,Pet Supermarket,30.3175559,-81.4726537,32225
867,Pet Supermarket,30.1929248,-81.5487701,32256
868,Pet Supermarket,29.675545,-82.33880669999999,32609
869,Pet Supermarket,29.8795038,-81.326146,32084
870,Pet Supermarket,30.3524532,-81.5812534,32277
871,Pet Supermarket,29.5540932,-81.22952409999999,32137
872,Pet Supermarket,30.1422699,-81.7658136,32065
873,EarthWise Pet Gainesville,29.6741944,-82.3866566,32606
874,Pet Supermarket,30.1896934,-81.3814926,32082
875,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
876,Pet Supermarket,30.2885374,-81.3956323,32250
877,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
878,Pet Supplies Plus University,30.2601804,-81.6431978,32217
879,EarthWise Pet,30.2903108,-81.3923713,32250
880,Pet Supermarket,30.2624511,-81.6237929,32217
881,Pet Supermarket,30.2640955,-81.55840649999999,32216
882,Pet Supermarket,30.1875604,-81.62707739999999,32257
883,Pet Supermarket,30.2054568,-81.7591583,32244
884,Pet Supermarket,29.675545,-82.33880669999999,32609
885,Pet Supermarket,30.2873056,-81.7213709,32210
886,Pet Supermarket,29.8795038,-81.326146,32084
887,Pet Supermarket,30.2885374,-81.3956323,32250
888,Pet Supermarket,30.3175559,-81.4726537,32225
889,Pet Supermarket,30.1422699,-81.7658136,32065
890,Pet Supermarket,29.5540932,-81.22952409999999,32137
891,PetSmart,30.19998589999999,-81.5502113,32256
892,PetSmart,30.3274361,-81.5482442,32225
893,Pet Supermarket,29.187339,-82.1098148,34470
894,PetSmart,30.4763902,-81.6426602,32218
895,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
896,PetSmart,29.6229983,-82.3805296,32608
897,PetSmart,30.2711295,-81.3900309,32250
898,Pet Creations,30.4515094,-81.63737479999999,32218
899,Pet Supermarket,30.2848241,-81.4610276,32224
900,Pet Supermarket,30.2624511,-81.6237929,32217
901,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
902,Pet Supermarket,30.2873056,-81.7213709,32210
903,Pet Supermarket,30.2640955,-81.55840649999999,32216
904,Pet Supermarket,29.8795038,-81.326146,32084
905,Pet Supermarket,30.1875604,-81.62707739999999,32257
906,Pet Supermarket,30.2054568,-81.7591583,32244
907,Pet Supermarket,29.675545,-82.33880669999999,32609
908,Pet Supermarket,29.187339,-82.1098148,34470
909,Pet Supermarket,30.3175559,-81.4726537,32225
910,Pet Supermarket,29.5540932,-81.22952409999999,32137
911,Pet Supermarket,30.2848241,-81.4610276,32224
912,Pet Creations,30.4515094,-81.63737479999999,32218
913,Pet Supermarket,30.3524532,-81.5812534,32277
914,Petco,29.1435119,-82.1877512,34474
915,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
916,Pet and Feed Store,30.2473951,-81.7999338,32210
917,Pet Supermarket,29.1263381,-81.00240389999999,32127
918,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
919,Pet Supermarket,30.1422699,-81.7658136,32065
920,Pet Supermarket,30.2624511,-81.6237929,32217
921,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
922,Pet Supermarket,30.2873056,-81.7213709,32210
923,Pet Supermarket,30.2640955,-81.55840649999999,32216
924,Pet Supermarket,29.8795038,-81.326146,32084
925,Pet Supermarket,30.1875604,-81.62707739999999,32257
926,Pet Supermarket,30.2054568,-81.7591583,32244
927,Pet Supermarket,29.675545,-82.33880669999999,32609
928,Pet Supermarket,29.187339,-82.1098148,34470
929,Pet Supermarket,30.3175559,-81.4726537,32225
930,Pet Supermarket,29.5540932,-81.22952409999999,32137
931,Pet Supermarket,30.2848241,-81.4610276,32224
932,Pet Creations,30.4515094,-81.63737479999999,32218
933,Pet Supermarket,30.3524532,-81.5812534,32277
934,Petco,29.1435119,-82.1877512,34474
935,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
936,Pet and Feed Store,30.2473951,-81.7999338,32210
937,Pet Supermarket,29.1263381,-81.00240389999999,32127
938,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
939,Pet Supermarket,30.1422699,-81.7658136,32065
940,Pet Supermarket,30.2624511,-81.6237929,32217
941,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
942,Pet Supermarket,30.2873056,-81.7213709,32210
943,Pet Supermarket,30.2640955,-81.55840649999999,32216
944,Pet Supermarket,29.8795038,-81.326146,32084
945,Pet Supermarket,30.1875604,-81.62707739999999,32257
946,Pet Supermarket,30.2054568,-81.7591583,32244
947,Pet Supermarket,29.187339,-82.1098148,34470
948,Pet Supermarket,30.3175559,-81.4726537,32225
949,Pet Supermarket,29.5540932,-81.22952409999999,32137
950,Pet Supermarket,30.2848241,-81.4610276,32224
951,Pet Creations,30.4515094,-81.63737479999999,32218
952,Pet Supermarket,30.3524532,-81.5812534,32277
953,Petco,29.1435119,-82.1877512,34474
954,Pet Supermarket,28.9142272,-81.29114059999999,32763
955,Pet Supplies Plus Orange Park,30.155529,-81.7490349,32073
956,Pet and Feed Store,30.2473951,-81.7999338,32210
957,Pet Supermarket,29.1263381,-81.00240389999999,32127
958,Earth Pets Natural Pet Market - San Marco,30.3082793,-81.65425330000001,32207
959,Pet Supermarket,30.1422699,-81.7658136,32065
960,Pet Supermarket,30.2624511,-81.6237929,32217
961,Pet Supermarket,30.2640955,-81.55840649999999,32216
962,Pet Supermarket,30.1875604,-81.62707739999999,32257
963,Pet Supermarket,30.2054568,-81.7591583,32244
964,Pet Supermarket,29.675545,-82.33880669999999,32609
965,Pet Supermarket,30.2873056,-81.7213709,32210
966,Pet Supermarket,29.8795038,-81.326146,32084
967,Pet Supermarket,30.2885374,-81.3956323,32250
968,Pet Supermarket,30.3175559,-81.4726537,32225
969,Pet Supermarket,30.1422699,-81.7658136,32065
970,Pet Supermarket,29.5540932,-81.22952409999999,32137
971,PetSmart,30.19998589999999,-81.5502113,32256
972,PetSmart,30.3274361,-81.5482442,32225
973,PetSmart,30.4763902,-81.6426602,32218
974,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
975,PetSmart,29.6229983,-82.3805296,32608
976,PetSmart,30.2711295,-81.3900309,32250
977,Pet Creations,30.4515094,-81.63737479999999,32218
978,Pet Supermarket,30.2848241,-81.4610276,32224
979,PetSmart,30.1995024,-81.82314559999999,32222
980,Pet Supermarket,30.2624511,-81.6237929,32217
981,Pet Supplies Plus Atlantic Beach,30.3259848,-81.4109848,32233
982,Pet Supermarket,30.2873056,-81.7213709,32210
983,Pet Supermarket,30.2640955,-81.55840649999999,32216
984,Pet Supermarket,29.8795038,-81.326146,32084
985,Pet Supermarket,30.1875604,-81.62707739999999,32257
986,Pet Supermarket,30.2054568,-81.7591583,32244
987,Pet Supermarket,29.675545,-82.33880669999999,32609
988,Pet Supermarket,29.187339,-82.1098148,34470
