,name,lat,lng,zip,parkrating
701,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
702,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
703,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
704,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
705,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
706,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
707,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
708,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
709,Good dog park,30.4587354,-81.6328316,32218,538.0
710,Paws Park (member only),30.2835359,-81.406302,32250,264.0
711,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
712,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
713,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
714,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
715,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
716,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
717,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
718,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
719,Dog Park,30.2363364,-81.6992212,32244,60.0
720,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
721,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
722,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
723,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
724,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
725,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
726,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
727,Good dog park,30.4587354,-81.6328316,32218,538.0
728,Paws Park (member only),30.2835359,-81.406302,32250,264.0
729,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
730,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
731,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
732,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
733,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
734,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
735,Poochie's Park,30.12608,-81.7985779,32065,1254.0
736,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
737,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
738,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
739,Trails for Tails,30.0979152,-81.4140894,32081,4.0
740,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
741,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
742,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
743,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
744,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
745,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
746,Daytona Beach Lenox Playground,29.215643,-81.00440700000001,32118,448.0
747,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
748,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
749,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
750,Paws Park (member only),30.2835359,-81.406302,32250,264.0
751,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
752,Van Alder Dog Park,29.1657435,-80.9796563,32118,130.0
753,Good dog park,30.4587354,-81.6328316,32218,538.0
754,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
755,"Community Public Dog Park at Halifax Humane Society, Inc.",29.2196088,-81.10707959999999,32124,516.0
756,Squirrel Ridge Park,29.61278799999999,-82.344039,32608,1184.0
757,Rivertown Dog Park,30.0366449,-81.62199960000001,32259,2.0
758,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
759,Orange Park Dog Park,30.1716272,-81.71474119999999,32073,6.0
760,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
761,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
762,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
763,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
764,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
765,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
766,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
767,Good dog park,30.4587354,-81.6328316,32218,538.0
768,Paws Park (member only),30.2835359,-81.406302,32250,264.0
769,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
770,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
771,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
772,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
773,Freedom Park Dog Park,30.9120318,-83.2523338,31605,402.0
774,Poochie's Park,30.12608,-81.7985779,32065,1254.0
775,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
776,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
777,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
778,Trails for Tails,30.0979152,-81.4140894,32081,4.0
779,Squirrel Ridge Park,29.61278799999999,-82.344039,32608,1184.0
780,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
781,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
782,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
783,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
784,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
785,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
786,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
787,Good dog park,30.4587354,-81.6328316,32218,538.0
788,Paws Park (member only),30.2835359,-81.406302,32250,264.0
789,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
790,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
791,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
792,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
793,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
794,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
795,Poochie's Park,30.12608,-81.7985779,32065,1254.0
796,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
797,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
798,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
799,Trails for Tails,30.0979152,-81.4140894,32081,4.0
800,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
801,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
802,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
803,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
804,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
805,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
806,Seemor Memorial Park (Dog Park),29.0948642,-80.99266469999999,32127,356.0
807,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
808,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
809,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
810,Daytona Beach Lenox Playground,29.215643,-81.00440700000001,32118,448.0
811,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
812,Good dog park,30.4587354,-81.6328316,32218,538.0
813,Paws Park (member only),30.2835359,-81.406302,32250,264.0
814,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
815,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
816,Van Alder Dog Park,29.1657435,-80.9796563,32118,130.0
817,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
818,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
819,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
820,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
821,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
822,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
823,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
824,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
825,Keysville Dog Park,28.9383319,-81.2205571,32725,874.0
826,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
827,Seemor Memorial Park (Dog Park),29.0948642,-80.99266469999999,32127,356.0
828,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
829,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
830,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
831,Daytona Beach Lenox Playground,29.215643,-81.00440700000001,32118,448.0
832,Good dog park,30.4587354,-81.6328316,32218,538.0
833,Paws Park (member only),30.2835359,-81.406302,32250,264.0
834,Van Alder Dog Park,29.1657435,-80.9796563,32118,130.0
835,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
836,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
837,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
838,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
839,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
840,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
841,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
842,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
843,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
844,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
845,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
846,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
847,Daytona Beach Lenox Playground,29.215643,-81.00440700000001,32118,448.0
848,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
849,Good dog park,30.4587354,-81.6328316,32218,538.0
850,Paws Park (member only),30.2835359,-81.406302,32250,264.0
851,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
852,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
853,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
854,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
855,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
856,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
857,Poochie's Park,30.12608,-81.7985779,32065,1254.0
858,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
859,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
860,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
861,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
862,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
863,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
864,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
865,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
866,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
867,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
868,Good dog park,30.4587354,-81.6328316,32218,538.0
869,Paws Park (member only),30.2835359,-81.406302,32250,264.0
870,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
871,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
872,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
873,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
874,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
875,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
876,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
877,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
878,Dog Park,30.2363364,-81.6992212,32244,60.0
879,Poochie's Park,30.12608,-81.7985779,32065,1254.0
880,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
881,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
882,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
883,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
884,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
885,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
886,Freedom Park Dog Park,30.9120318,-83.2523338,31605,402.0
887,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
888,Shae Burchfield Memorial Paw Park,29.8335403,-81.3578686,32086,32.0
889,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
890,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
891,Paws Park (member only),30.2835359,-81.406302,32250,264.0
892,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
893,Good dog park,30.4587354,-81.6328316,32218,538.0
894,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
895,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
896,Squirrel Ridge Park,29.61278799999999,-82.344039,32608,1184.0
897,Dog Park,30.2363364,-81.6992212,32244,60.0
898,Rivertown Dog Park,30.0366449,-81.62199960000001,32259,2.0
899,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
900,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
901,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
902,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
903,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
904,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
905,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
906,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
907,Happy Tails Dog Park - Ponce Inlet,29.0970251,-80.9397182,32127,152.0
908,Daytona Beach Lenox Playground,29.215643,-81.00440700000001,32118,448.0
909,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
910,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
911,Seemor Memorial Park (Dog Park),29.0948642,-80.99266469999999,32127,356.0
912,Shae Burchfield Memorial Paw Park,29.8335403,-81.3578686,32086,32.0
913,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
914,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
915,Paws Park (member only),30.2835359,-81.406302,32250,264.0
916,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
917,Van Alder Dog Park,29.1657435,-80.9796563,32118,130.0
918,Good dog park,30.4587354,-81.6328316,32218,538.0
919,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
920,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
921,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
922,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
923,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
924,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
925,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
926,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
927,Happy Tails Dog Park - Ponce Inlet,29.0970251,-80.9397182,32127,152.0
928,Daytona Beach Lenox Playground,29.215643,-81.00440700000001,32118,448.0
929,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
930,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
931,Seemor Memorial Park (Dog Park),29.0948642,-80.99266469999999,32127,356.0
932,Shae Burchfield Memorial Paw Park,29.8335403,-81.3578686,32086,32.0
933,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
934,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
935,Paws Park (member only),30.2835359,-81.406302,32250,264.0
936,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
937,Van Alder Dog Park,29.1657435,-80.9796563,32118,130.0
938,Good dog park,30.4587354,-81.6328316,32218,538.0
939,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
940,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
941,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
942,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
943,Keysville Dog Park,28.9383319,-81.2205571,32725,874.0
944,BarkPark of Wildwood,28.8578091,-82.0219513,34785,248.0
945,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
946,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
947,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
948,Good dog park,30.4587354,-81.6328316,32218,538.0
949,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
950,Seemor Memorial Park (Dog Park),29.0948642,-80.99266469999999,32127,356.0
951,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
952,Paws Park (member only),30.2835359,-81.406302,32250,264.0
953,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
954,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
955,Bark Central Dog Park,28.8585849,-82.3291218,34453,490.0
956,Daytona Beach Lenox Playground,29.215643,-81.00440700000001,32118,448.0
957,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
958,Happy Tails Dog Park - Ponce Inlet,29.0970251,-80.9397182,32127,152.0
959,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
960,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
961,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
962,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
963,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
964,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
965,Dog Park,31.1467483,-81.47761910000001,31520,298.0
966,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
967,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
968,Good dog park,30.4587354,-81.6328316,32218,538.0
969,Paws Park (member only),30.2835359,-81.406302,32250,264.0
970,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
971,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
972,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
973,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
974,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
975,Freedom Park Dog Park,30.9120318,-83.2523338,31605,402.0
976,Poochie's Park,30.12608,-81.7985779,32065,1254.0
977,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
978,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
979,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
980,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
981,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
982,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
983,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
984,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
985,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
986,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
987,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
988,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
989,Good dog park,30.4587354,-81.6328316,32218,538.0
990,Paws Park (member only),30.2835359,-81.406302,32250,264.0
991,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
992,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
993,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
994,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
995,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
996,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
997,Poochie's Park,30.12608,-81.7985779,32065,1254.0
998,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
999,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
1000,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1001,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1002,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
1003,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
1004,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1005,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1006,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1007,Seemor Memorial Park (Dog Park),29.0948642,-80.99266469999999,32127,356.0
1008,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
1009,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1010,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1011,Daytona Beach Lenox Playground,29.215643,-81.00440700000001,32118,448.0
1012,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1013,Good dog park,30.4587354,-81.6328316,32218,538.0
1014,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1015,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1016,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1017,Van Alder Dog Park,29.1657435,-80.9796563,32118,130.0
1018,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1019,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1020,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1021,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1022,Letty Towles Dog Park,29.1647466,-82.09201089999999,34470,902.0
1023,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1024,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1025,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1026,Riviera Oaks Dog Park,29.2527079,-81.0652032,32117,690.0
1027,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1028,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1029,Daytona Beach Lenox Playground,29.215643,-81.00440700000001,32118,448.0
1030,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1031,Good dog park,30.4587354,-81.6328316,32218,538.0
1032,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1033,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1034,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1035,Van Alder Dog Park,29.1657435,-80.9796563,32118,130.0
1036,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1037,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1038,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1039,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1040,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1041,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1042,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1043,Good dog park,30.4587354,-81.6328316,32218,538.0
1044,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1045,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1046,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1047,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1048,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1049,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1050,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1051,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1052,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1053,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1054,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1055,Epworth Dog Park,31.1767383,-81.4038109,31522,50.0
1056,Aberdeen Area Dog Park,30.0802391,-81.5869688,32259,0.0
1057,Shae Burchfield Memorial Paw Park,29.8335403,-81.3578686,32086,32.0
1058,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1059,Dog Park,30.2363364,-81.6992212,32244,60.0
1060,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1061,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1062,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1063,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1064,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1065,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1066,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1067,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1068,Good dog park,30.4587354,-81.6328316,32218,538.0
1069,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1070,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1071,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1072,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1073,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1074,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1075,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1076,Poochie's Park,30.12608,-81.7985779,32065,1254.0
1077,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1078,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
1079,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1080,Lake Baldwin Park,28.5762365,-81.3257584,32789,3864.0
1081,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1082,Downey Dog Park,28.5689257,-81.2434667,32825,650.0
1083,Barkley Square Dog Park,29.0433437,-81.3420026,32720,1614.0
