,name,lat,lng,zip,parkrating
1555,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1556,Poochie's Park,30.12608,-81.7985779,32065,1254.0
1557,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1558,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
1559,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1560,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1561,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1562,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1563,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1564,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1565,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1566,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1567,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1568,Good dog park,30.4587354,-81.6328316,32218,538.0
1569,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1570,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1571,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1572,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1573,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1574,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1575,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1576,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1577,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1578,Dog Park,30.2363364,-81.6992212,32244,60.0
1579,Poochie's Park,30.12608,-81.7985779,32065,1254.0
1580,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1581,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1582,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1583,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1584,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1585,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1586,Shae Burchfield Memorial Paw Park,29.8335403,-81.3578686,32086,32.0
1587,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1588,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1589,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1590,Epworth Dog Park,31.1767383,-81.4038109,31522,50.0
1591,Good dog park,30.4587354,-81.6328316,32218,538.0
1592,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1593,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1594,Squirrel Ridge Park,29.61278799999999,-82.344039,32608,1184.0
1595,Dog Park,30.2363364,-81.6992212,32244,60.0
1596,Rivertown Dog Park,30.0366449,-81.62199960000001,32259,2.0
1597,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1598,Orange Park Dog Park,30.1716272,-81.71474119999999,32073,6.0
1599,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1600,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1601,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1602,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1603,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1604,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1605,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1606,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1607,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1608,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1609,Epworth Dog Park,31.1767383,-81.4038109,31522,50.0
1610,Good dog park,30.4587354,-81.6328316,32218,538.0
1611,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1612,Squirrel Ridge Park,29.61278799999999,-82.344039,32608,1184.0
1613,Rivertown Dog Park,30.0366449,-81.62199960000001,32259,2.0
1614,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1615,Orange Park Dog Park,30.1716272,-81.71474119999999,32073,6.0
1616,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1617,Trails for Tails,30.0979152,-81.4140894,32081,4.0
1618,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1619,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1620,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1621,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1622,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1623,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1624,Good dog park,30.4587354,-81.6328316,32218,538.0
1625,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1626,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1627,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1628,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1629,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1630,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1631,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1632,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1633,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1634,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1635,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1636,Putnam County Dog Park,29.64539329999999,-81.70986889999999,32177,76.0
1637,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1638,Epworth Dog Park,31.1767383,-81.4038109,31522,50.0
1639,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1640,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1641,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1642,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1643,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1644,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1645,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1646,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1647,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1648,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1649,Good dog park,30.4587354,-81.6328316,32218,538.0
1650,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1651,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1652,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1653,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1654,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1655,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1656,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1657,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1658,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1659,Dog Park,30.2363364,-81.6992212,32244,60.0
1660,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1661,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1662,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1663,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1664,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1665,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1666,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1667,Good dog park,30.4587354,-81.6328316,32218,538.0
1668,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1669,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1670,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1671,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1672,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1673,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1674,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1675,Poochie's Park,30.12608,-81.7985779,32065,1254.0
1676,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1677,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
1678,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1679,Trails for Tails,30.0979152,-81.4140894,32081,4.0
1680,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1681,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1682,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1683,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1684,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1685,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1686,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1687,Good dog park,30.4587354,-81.6328316,32218,538.0
1688,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1689,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1690,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1691,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1692,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1693,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1694,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1695,Poochie's Park,30.12608,-81.7985779,32065,1254.0
1696,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1697,Eagle Landing Dog Park (Private),30.1475841,-81.8474579,32065,16.0
1698,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1699,Trails for Tails,30.0979152,-81.4140894,32081,4.0
1700,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1701,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1702,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1703,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1704,Good dog park,30.4587354,-81.6328316,32218,538.0
1705,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1706,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1707,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1708,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1709,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1710,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1711,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1712,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1713,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1714,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1715,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1716,Putnam County Dog Park,29.64539329999999,-81.70986889999999,32177,76.0
1717,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1718,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1719,Aberdeen Area Dog Park,30.0802391,-81.5869688,32259,0.0
1720,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1721,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1722,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1723,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1724,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1725,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1726,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1727,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1728,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1729,Good dog park,30.4587354,-81.6328316,32218,538.0
1730,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1731,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1732,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1733,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1734,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1735,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1736,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1737,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1738,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1739,Dog Park,30.2363364,-81.6992212,32244,60.0
1740,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1741,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1742,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1743,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1744,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1745,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1746,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1747,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1748,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1749,Good dog park,30.4587354,-81.6328316,32218,538.0
1750,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1751,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1752,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1753,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1754,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1755,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1756,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1757,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1758,Dog Park,30.2363364,-81.6992212,32244,60.0
1759,Poochie's Park,30.12608,-81.7985779,32065,1254.0
1760,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1761,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1762,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1763,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1764,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1765,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1766,Shae Burchfield Memorial Paw Park,29.8335403,-81.3578686,32086,32.0
1767,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1768,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1769,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1770,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1771,Epworth Dog Park,31.1767383,-81.4038109,31522,50.0
1772,Good dog park,30.4587354,-81.6328316,32218,538.0
1773,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1774,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1775,Squirrel Ridge Park,29.61278799999999,-82.344039,32608,1184.0
1776,Dog Park,30.2363364,-81.6992212,32244,60.0
1777,Rivertown Dog Park,30.0366449,-81.62199960000001,32259,2.0
1778,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1779,Orange Park Dog Park,30.1716272,-81.71474119999999,32073,6.0
1780,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1781,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1782,Davis Park Dog Run,30.11500359999999,-81.39871529999999,32081,66.0
1783,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1784,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1785,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1786,Shae Burchfield Memorial Paw Park,29.8335403,-81.3578686,32086,32.0
1787,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1788,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1789,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1790,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1791,Epworth Dog Park,31.1767383,-81.4038109,31522,50.0
1792,Good dog park,30.4587354,-81.6328316,32218,538.0
1793,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1794,Celebration Pointe Dog Park,29.6277321,-82.3981845,32608,76.0
1795,Squirrel Ridge Park,29.61278799999999,-82.344039,32608,1184.0
1796,Dog Park,30.2363364,-81.6992212,32244,60.0
1797,Rivertown Dog Park,30.0366449,-81.62199960000001,32259,2.0
1798,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1799,Orange Park Dog Park,30.1716272,-81.71474119999999,32073,6.0
1800,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1801,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1802,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1803,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1804,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1805,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1806,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1807,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1808,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1809,Good dog park,30.4587354,-81.6328316,32218,538.0
1810,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1811,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1812,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1813,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1814,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1815,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1816,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1817,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1818,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1819,Dog Park,30.2363364,-81.6992212,32244,60.0
1820,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1821,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1822,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1823,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1824,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1825,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1826,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1827,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1828,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1829,Good dog park,30.4587354,-81.6328316,32218,538.0
1830,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1831,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1832,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1833,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1834,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1835,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1836,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1837,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1838,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1839,Dog Park,30.2363364,-81.6992212,32244,60.0
1840,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1841,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1842,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1843,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1844,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1845,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1846,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1847,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1848,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1849,Good dog park,30.4587354,-81.6328316,32218,538.0
1850,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1851,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1852,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1853,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1854,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1855,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1856,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1857,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1858,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1859,Dog Park,30.2363364,-81.6992212,32244,60.0
1860,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1861,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1862,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1863,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1864,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1865,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1866,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1867,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1868,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1869,Good dog park,30.4587354,-81.6328316,32218,538.0
1870,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1871,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1872,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1873,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1874,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1875,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1876,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1877,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1878,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1879,Dog Park,30.2363364,-81.6992212,32244,60.0
1880,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1881,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1882,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1883,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1884,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1885,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1886,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1887,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1888,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1889,Good dog park,30.4587354,-81.6328316,32218,538.0
1890,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1891,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1892,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1893,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1894,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1895,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1896,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1897,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1898,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1899,Dog Park,30.2363364,-81.6992212,32244,60.0
1900,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1901,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1902,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1903,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1904,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1905,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1906,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1907,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1908,Good dog park,30.4587354,-81.6328316,32218,538.0
1909,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1910,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1911,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1912,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1913,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1914,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
1915,Pawsome Park (Tributary-Residents Only),30.6063747,-81.68729619999999,32097,9.0
1916,Orange Park Dog Park,30.1710878,-81.7150949,32073,5.0
1917,Palm Coast Dog Park,29.5610255,-81.21014459999999,32137,84.0
1918,Dog Park,30.2363364,-81.6992212,32244,60.0
1919,Poochie's Park,30.12608,-81.7985779,32065,1254.0
1920,John Gorrie Dog Park of Riverside Park,30.3182667,-81.6810915,32204,1226.0
1921,Ed Austin Regional Dog Park,30.3674645,-81.5035142,32225,1294.0
1922,Atlantic Beach Dog Park (Members Only),30.3260006,-81.4140236,32233,127.0
1923,Tommy Casey Memorial Dog Park,30.7332615,-81.5527161,31558,310.0
1924,Veterans Park Dog Park,30.09271619999999,-81.56440669999999,32259,350.0
1925,Love's Dog Park,30.4634218,-81.67398999999999,32218,18.0
1926,Dog Park,31.1467483,-81.47761910000001,31520,298.0
1927,BrewHound Dog Park + Bar,30.3236096,-81.41830139999999,32266,2000.0
1928,Haisley Lynch Dog Park,29.6479406,-82.32516,32601,-88.0
1929,Good dog park,30.4587354,-81.6328316,32218,538.0
1930,Paws Park (member only),30.2835359,-81.406302,32250,264.0
1931,Tom Petty Dog Park,29.6635086,-82.3199515,32601,34.0
1932,Must Love Dogs Park,29.607713,-82.40211699999999,32608,460.0
1933,South Mandarin Library Park (not off leash dog park),30.1498643,-81.63065019999999,32223,25.0
1934,Creekside Canines,30.3861034,-81.66256349999999,32208,4.0
1935,Joe Pomar Park,29.9117965,-81.33145139999999,32084,266.0
